-1.0 1:0.32034144345229576 2:0.1642471866515316 3:-0.017647200232526732 4:0.06014218271677183 5:0.031185380601201677 6:0.1647570296149298 7:-0.05340919446985778 8:-0.010369404117113012 9:0.08768345671391911 10:-0.041161748800344414 11:-0.060253133395953534 12:0.07621937130749754 13:-0.005442413074274385 14:0.0953731364856191 15:0.03786359733280269 16:-0.07070464176842928 17:0.02188442078602413 18:0.046944918140758546 19:-0.053683868426857725 20:-0.0455500939917906 21:-0.04706865840283067 22:-0.023981950212985603 23:-0.043895081717956225 24:-0.004622317968713523 25:-0.0050790139449192785 26:0.015913342315729093 27:0.029704571598423032 28:0.04670384810217264 29:0.027934714933655166 30:-0.013043241869641795 31:0.01666698957154738 32:-0.0035483810812735363 33:0.012629846640119076 34:0.01707613878290229 35:0.002442607394001973 36:-0.0025642839646342654 37:0.008063483171267049 38:-0.01638219922919448 39:-0.011718011301272278 40:0.008759039725647549 41:0.00758160609068464 42:0.040799657777299075 43:-0.009092431731573654 44:0.0012719307409855747 45:-0.0230606053020266 
-1.0 1:-0.1645876560362769 2:-0.1160592574741228 3:0.21700763250788474 4:0.14441505530370022 5:-0.06939586493725926 6:0.05206361367522777 7:-0.07672567184175672 8:0.12314043789857286 9:-0.03465089786105337 10:0.09527694279336385 11:0.03882073066592688 12:-0.015268647924571409 13:0.02909837834287514 14:0.040417498252530305 15:-0.010125897086454103 16:-0.007308248956589176 17:-0.0329380686795271 18:-0.03882749361006013 19:-0.020342698523466877 20:-0.0009790251955401862 21:-0.00019545035090298354 22:0.01125807446365494 23:-0.013476962327775274 24:-0.0055374673919131485 25:0.013649470510508788 26:0.042092243010418015 27:0.02393968334177301 28:-0.01973221026568821 29:-0.011813727245851766 30:-0.004574457595257379 31:-0.001543126907785658 32:0.006018422403041253 33:-0.0021423632862907355 34:0.006986892817935894 35:-0.009996317426105987 36:-0.003462419068631215 37:-0.0016629357428420144 38:-0.0037647484879477413 39:-0.0006886260655212307 40:0.0007875200150979245 41:0.010676084622465564 42:-0.006566745166826933 43:0.005548966632744445 44:0.0003027389162673609 45:-0.003033972976637267 
1.0 1:0.065149805870014 2:-0.10986599024918509 3:-0.09845756961562242 4:-0.1105473274383889 5:0.051856424604789744 6:0.028768257337075998 7:0.03419632914939895 8:0.016451884804227303 9:-0.027164932513289573 10:0.04026841181254501 11:0.04473664320783944 12:0.019373169355396087 13:0.06605435148744404 14:-0.002050936798550368 15:0.006857257044628249 16:0.0014947070326750793 17:-0.023836536431975003 18:-0.016268556500101807 19:-0.001645795372161224 20:-0.0054156192178406466 21:-0.002912326455544515 22:-0.006923768823538041 23:0.010992573874430586 24:-0.01942756695443349 25:-0.0006705528948958003 26:-0.012590590314791131 27:0.012259823117894014 28:0.016147575775127154 29:0.005415784512603132 30:0.008938345744492919 31:-0.027055802737132484 32:-0.009762475161145666 33:-0.011082254045886104 34:-0.004283088725259228 35:-0.0005306270775782065 36:0.0006058461525935187 37:0.004937039495639904 38:-0.007787281226147368 39:0.007309466562584516 40:-0.018160993597695976 41:0.012823095875928415 42:-0.0019530309929977245 43:-0.007514079129647557 44:-0.0025125578573816695 45:-0.008715395801870486 
-1.0 1:0.29594773368271676 2:0.09936722222658119 3:-0.057978201346729895 4:0.033020375426915945 5:0.058985493022615874 6:0.17187854408766112 7:-0.07557806487500571 8:-0.0138452353701101 9:0.0487659410412213 10:-0.027484108894307968 11:-0.075188493140949 12:0.04091601389710271 13:0.00020567041260016045 14:0.07428278932633606 15:0.03347109430322876 16:-0.028836882868739075 17:0.028552594581892157 18:0.02262256662221606 19:-0.026282462578811706 20:-0.03406629628216175 21:-0.02463382737512048 22:0.0018918080494144162 23:-0.018287674770323382 24:-0.017617206790510948 25:0.00633186143179287 26:0.025611280031230407 27:0.005805079726749807 28:0.028849988160902795 29:0.008349335867187377 30:-0.006917140564738817 31:-0.008533185881872423 32:0.017585938967148343 33:0.0021060383052083024 34:0.011134890764209074 35:-0.0015667941933229061 36:0.01702788562332922 37:-0.015336724455751226 38:-0.017112254274320858 39:0.008415143718279037 40:0.002461756016486582 41:0.009126213958700183 42:0.01988289423933718 43:-0.01087570532039776 44:-0.008965105113308275 45:-0.009577505649523541 
-1.0 1:0.03506974509242804 2:-0.2161721100973273 3:0.013583813197538118 4:0.011609848037608644 5:-0.05917100263363401 6:-0.029479706387009384 7:-0.02664767897609524 8:-0.028748265485556323 9:0.0002284430590692825 10:0.026351094476691955 11:-0.01216850817870977 12:0.0241129734968177 13:-0.024388104432910947 14:0.0046332210326417034 15:0.0008152892500255231 16:-0.0037557089828916222 17:0.015216328942019512 18:-0.01825133581198916 19:-0.01727187896903295 20:0.00318291231375063 21:0.004558098607753215 22:0.001151240868313426 23:-0.003044389701095683 24:0.005180323166641817 25:0.009614519817137386 26:0.01719134234530051 27:-0.0012242877705156644 28:-0.015025705150160908 29:0.008360764889923232 30:0.018924081167739686 31:0.018264178838072073 32:-0.001873840169137185 33:0.00902053935789189 34:-0.0005777285058933372 35:0.00864958219364675 36:-0.0045155901829431605 37:-0.004128602987355099 38:0.0011896336766082302 39:0.0012378609972408653 40:0.0059557206642255195 41:-0.008635037774935647 42:-0.0013032086460895804 43:0.0008035218888348163 44:-0.0012637075752339475 45:0.0017489439031295809 
1.0 1:-0.28774850167106203 2:0.07218479627931322 3:-0.010265952241687396 4:-0.05013309028978924 5:-0.03826001562897549 6:-0.01867054956501126 7:-0.09709266343725634 8:-0.0013447441449664747 9:0.00038778239603419907 10:0.017139623931182728 11:0.02326938919073259 12:0.012338519728118842 13:-0.00296680815654082 14:0.03197813521757724 15:-0.03293610918231575 16:0.03493338286098207 17:0.021603223393679892 18:0.029820014345614168 19:0.005019400105730198 20:0.01855457302319451 21:0.015056117660908402 22:-0.012843436303388071 23:-0.0017807264307679194 24:-0.011350776335286014 25:-0.0005983446368673338 26:-0.012181315787402367 27:0.03627785823535627 28:0.008702880435604889 29:-0.04378468825541289 30:0.00728253522243031 31:0.004841097986322046 32:0.007064710725611968 33:0.040452994666649235 34:0.008020958395225408 35:0.0034635961098243746 36:0.025421253881262283 37:0.021647349215874058 38:-0.00765176286780991 39:-0.004195521966212514 40:0.006379448635021597 41:-0.004664583131391068 42:-0.0011775985003824327 43:0.006352642042055656 44:-0.007271563774046018 45:0.0027983592351928863 
-1.0 1:-0.2522321720093657 2:0.0824100297015488 3:0.0005312437218389435 4:-0.053888665244500714 5:-0.024793710916859432 6:-0.002004398871357182 7:-0.059719096656161166 8:0.014301199840511716 9:-0.011061081645685006 10:-0.04241166884520704 11:0.0092460137961601 12:-0.04323501905822506 13:0.011451364356768242 14:0.041978654537755844 15:0.004322954425058298 16:0.0415843913112816 17:0.03467939050065972 18:-0.006170169160234744 19:0.010965790876623143 20:-0.015137185993288041 21:-0.016654681929776146 22:-0.0228991026131431 23:0.019570913335236684 24:0.01280662291504792 25:0.05069971450040028 26:-0.04272569935350145 27:0.029979509589177326 28:0.023767537309894796 29:-0.0014339867932961024 30:0.011526947005887873 31:-0.011342487612028804 32:-0.011722109084107934 33:0.009056813714125147 34:-0.01099416224755026 35:0.009573361481952607 36:0.0013745427315457193 37:0.013752685890448667 38:0.00861948969120789 39:0.010810082781197312 40:0.01792634646567295 41:-0.01669410256938236 42:-0.006396584418213895 43:0.0010280438647016481 44:0.01045534833055083 45:-0.024456074330063242 
-1.0 1:-0.24222691442492567 2:0.06366923736756494 3:0.10004994179791224 4:0.07396641860256307 5:0.14525159601821735 6:-0.03776222674397342 7:-0.02624121144350529 8:-0.0008476115876587971 9:-0.06258559246358851 10:-0.050157947286765384 11:-0.021945804809186197 12:0.04352726662639578 13:0.010365326794131269 14:-0.04726837813476304 15:0.019569747993769822 16:-0.022960580165459488 17:-0.014327666670045393 18:-0.003649999500462766 19:-0.008159088034060463 20:0.002266871855685074 21:0.0037628088031837034 22:0.012872625691858172 23:0.0034206357206830085 24:-0.00011706820308933497 25:0.00917483653580025 26:0.008250235356559742 27:0.00977091905487933 28:-0.002136406366948112 29:-0.021579592939497384 30:-0.007309713840647485 31:-0.0069132220138769 32:-0.008140825602072086 33:-0.005422286211691121 34:0.02187240551011191 35:0.03057221982293957 36:0.0013248762105904886 37:0.0014774428104327476 38:0.0055675371702902775 39:0.00013682589759069972 40:0.009470066006525675 41:-0.007076860925480032 42:-0.0003155045402846758 43:-0.020504812518147814 44:0.009530065778351984 45:0.005300538128821438 
-1.0 1:-0.35344816124754114 2:0.08044486807277675 3:-0.025189498731885328 4:-0.08306388995526276 5:-0.13008464890095334 6:0.16230147366591396 7:0.16271901785210754 8:0.10445259038535057 9:-0.04129223323052225 10:-0.08943690189623871 11:-0.03336880556781209 12:-0.008185649391828372 13:0.0219207297799705 14:-0.008568268397423428 15:0.009385285188929733 16:0.007530461896397639 17:0.04409193672249432 18:-0.003008907621278395 19:0.04209016128622792 20:0.012532442408147958 21:0.021146699402187472 22:-0.012937462478843642 23:-0.015356705812616289 24:0.013357883405477859 25:-0.03136850537617999 26:0.01790625825136475 27:-0.03194107976383525 28:-0.003079575687081563 29:0.008903131101945457 30:-0.012129948154036792 31:0.00738814483980381 32:0.014327669312705564 33:-0.009374207253328345 34:0.004319636554539912 35:-0.0032634159047855013 36:0.008138573837662446 37:-0.014824279730771961 38:0.010034995059920228 39:0.003976129417137434 40:0.01428544014719241 41:-0.009295009544755286 42:-0.0058794036586963284 43:-0.0018915778821823256 44:0.007857737235894424 45:0.0009095326738730921 
1.0 1:0.24872442519087687 2:0.11424843676170401 3:0.041369406380915144 4:-0.09806322340311188 5:-0.007463979847078264 6:-0.13437465615731703 7:0.015903048223179332 8:0.08107972988344966 9:0.02570187350451341 10:-0.013336796349164891 11:0.024882978133465933 12:0.0020738305702583254 13:0.019432096836398512 14:-0.032216100345372284 15:-0.04862447039024929 16:-0.03256865643792015 17:0.04258839202940324 18:0.00410793190984036 19:0.01015421300151072 20:-0.028901118464979142 21:-0.033538578291496576 22:0.018065521828287606 23:0.007056503755663017 24:-0.04214033898544246 25:0.008052209200570886 26:-0.0016969381193803618 27:-0.012822782996912646 28:-0.012546580422937732 29:0.0014052504278552437 30:-0.00035512835808339336 31:-0.011739274607754556 32:0.018638493094539726 33:0.0027013131038723637 34:-0.007267762875300062 35:0.005606101847066287 36:0.0005225449983974582 37:0.0010454850988992643 38:-0.007893037088203528 39:0.0027448160656518743 40:0.0004456139285373066 41:0.008881576479082113 42:-0.0017175622830119894 43:-0.010812184567437579 44:-0.0006694624199868344 45:0.009703852578135986 
-1.0 1:-0.2979121275658801 2:0.07959441944223423 3:-0.05618149576282755 4:-0.07905974606822487 5:-0.11153157597717533 6:0.07004853043617537 7:0.033367436552351304 8:0.06136388384249396 9:-0.04742482699505611 10:-0.06662691437311698 11:-0.026326694673692835 12:-0.00088053820681714 13:-0.008724228822572365 14:0.007855120468670533 15:0.0064624181609270505 16:-0.00907904123711169 17:0.035789190219011044 18:-0.02680251832168489 19:0.026933729321244205 20:0.018455779336762488 21:-0.004417435189108124 22:-0.020417451344081263 23:-0.0010668273231148363 24:0.007293613333031605 25:-0.024061119764748562 26:0.016319556276696012 27:-0.013899536128837209 28:-0.007329379557192612 29:0.01475773103043783 30:-0.007093387143042093 31:0.006004613874791394 32:0.004653655242437881 33:-0.0054946215424500275 34:0.014347422025572175 35:0.01096457320886012 36:-0.006193463047600526 37:-0.002340044891337349 38:0.0018755319151786878 39:-0.0007407403075276424 40:-0.0004952044900012765 41:0.0002983479795820639 42:-0.001651080156861111 43:0.005031441651756282 44:-0.0038769917480638814 45:0.001879340421309902 
-1.0 1:0.2448967487115996 2:0.18511876891442336 3:0.07818545565823268 4:0.12068768136244301 5:-0.11007321019650435 6:-0.07575313025380495 7:0.07973554163382049 8:-0.029409793425352493 9:-0.01841933565812262 10:-0.04552209847926365 11:0.1779241831601453 12:0.05996781989596921 13:-0.13291316836376924 14:0.023692667476748343 15:0.0796802538506393 16:0.038986317730364164 17:-0.02260688038086244 18:-0.020742041069336827 19:0.059908683867658824 20:-0.024326003117680402 21:-0.017871950767677815 22:-0.004072843636812026 23:0.010162598613378676 24:-0.007069891517882655 25:0.0006107424655340424 26:0.02194430199264273 27:0.01662251613299581 28:0.043877376294134254 29:0.006635197974803303 30:0.0018569869131855495 31:0.0007216291564700241 32:-0.012194748586152201 33:-0.001147125900369049 34:0.03234847344106237 35:-0.021791209835628846 36:0.009494435766313866 37:-0.009332624086533084 38:0.00739301579351408 39:0.01772681439683107 40:0.011549636684784875 41:-0.007941636543557897 42:0.012599536078897302 43:-0.0007827091539263815 44:-0.01695050961133575 45:0.003376643062870898 
-1.0 1:-0.15850306734170544 2:-0.07865379041420069 3:0.17296854622785363 4:0.017934194278155492 5:-0.003989947990749273 6:0.02155082940245714 7:-0.09726135481674174 8:0.05153588892830789 9:-0.020093674203232086 10:-0.012749063292016978 11:0.007666257823429675 12:-0.021906440165667368 13:0.010018128143547324 14:0.02930499248862259 15:-0.00802409304535991 16:0.06868886561847504 17:0.04377726155814731 18:0.026329352710805245 19:-0.003179300203296275 20:-0.0076181881055789255 21:-0.005319570256539615 22:-0.02058608385024597 23:-0.0018815403935990085 24:-0.023584923500147653 25:-0.07883767467104966 26:-0.022510850815237567 27:-0.004131093900610613 28:0.015809884524138465 29:0.005830506295017165 30:0.04610857866127402 31:-0.02444045515315155 32:-0.02440985932735887 33:0.01488897286038034 34:-0.0013232533998253004 35:0.028326261133883167 36:0.005798613528630406 37:0.0014666991880195601 38:0.005313031262137768 39:-0.013140132817338139 40:0.006866433527482384 41:-0.00036546610432792743 42:0.0015123856421222458 43:-0.006170212041947994 44:-0.009561296502120679 45:0.013711958509594821 
-1.0 1:-0.24581076956756429 2:0.05163454441752693 3:0.11107610337092802 4:0.11811673980884298 5:0.13630474587032915 6:-0.02649955806232296 7:0.023844153063975415 8:-0.0006673022272247 9:-0.05248330359493565 10:-0.042013180761176924 11:-0.03003696019525102 12:0.03971180871588394 13:0.002636012856029533 14:-0.05175116894767687 15:0.019939260894732518 16:-0.02018215627185973 17:-0.016912058803475502 18:-0.002357934790857727 19:-0.01874790074556149 20:0.004321267775558331 21:0.009299462495315228 22:0.006766558373775999 23:0.004401149524331668 24:-0.008666589499725236 25:-0.005054518761207855 26:0.009903331639201082 27:0.018072896234043505 28:0.007619607188636614 29:-0.026288461750725797 30:0.001395655722412712 31:-0.005190668665295158 32:-0.00748108099671136 33:-0.000999808364820054 34:0.017087081098372932 35:0.031463600152859365 36:0.0024729487448217832 37:0.006017771232993869 38:0.010480876094968507 39:-0.00662799030589015 40:0.009726730800826668 41:-0.009695452140831538 42:-0.004000613521026196 43:-0.030131541020684705 44:0.0063195865092488136 45:0.003052062247612012 
1.0 1:0.05870465242381488 2:-0.1550690663450966 3:-0.13630455286709364 4:0.039913714481397945 5:0.020131795509932125 6:-0.106266776623261 7:-0.08850852832822356 8:0.029038045375634022 9:-0.10637288350553911 10:0.014893067134411062 11:0.02513691767059379 12:-0.03797616927765261 13:0.0025940526267544395 14:-0.0013461140499008498 15:0.011975165503572164 16:0.0014769428946524651 17:-0.00624465730524398 18:0.03670631812335634 19:0.005738277751502439 20:-0.010025043482281804 21:-0.002132542017142171 22:0.0390276349987683 23:-0.021709714205998865 24:-0.006805640622572955 25:-0.00721207515164538 26:0.00813338170138471 27:-0.005516252335893351 28:0.012273667675841971 29:0.025823247391583135 30:-0.012043748242983843 31:-0.00901165623166476 32:0.011064434300331985 33:-0.00029454585662486155 34:0.011220833425490817 35:-0.008605090572890868 36:0.01726280220026897 37:-0.02378195799992274 38:0.019677031730547516 39:-0.024083933731463066 40:-0.0005352177272568703 41:-0.02488709162930975 42:-0.016637067543393003 43:0.025764018683101117 44:0.02447584716789518 45:0.007299827383387266 
-1.0 1:-0.2950633300082272 2:0.1044279756062641 3:-0.057286795785694816 4:-0.10297475276816467 5:-0.11785692587244113 6:0.05301226044243578 7:-0.022402754332930767 8:0.07738605438404711 9:-0.06917864513812497 10:-0.1096550489958056 11:-0.031009082093463057 12:-0.023379027878624923 13:-0.012568116490209641 14:-0.0016303301018920288 15:0.02097412546249732 16:-0.023898794221101256 17:0.02702518198252275 18:-0.0175618631312758 19:0.04032400115727927 20:0.019507275762462875 21:-0.015272342895574713 22:-0.020351324260183 23:0.0016617671219577145 24:0.006403658111000792 25:-0.022064211421235786 26:-0.00919488702113239 27:-3.288992646595726e-05 28:0.0085440555050184 29:0.00936926996926074 30:0.0020068684443119485 31:0.013757374012919698 32:0.0096399198787484 33:0.007628868716821886 34:0.004822632116534185 35:-0.000857970971914224 36:0.005519577114743976 37:0.00914167398006955 38:0.003949727089229754 39:-0.00016682278968675832 40:0.005739987216783131 41:0.009503330261643628 42:-0.015169092628677607 43:0.008573005555960512 44:-0.004986319693031098 45:-0.007990514673200014 
-1.0 1:0.3178276314391722 2:0.21442607248474663 3:0.08757978217308678 4:-0.03208660742568086 5:-0.05658566684616958 6:0.03541264916423027 7:0.030722803497364275 8:-0.10979943992727753 9:-0.08432124558129292 10:0.03464948782713089 11:0.032737431721254165 12:-0.016301100177575654 13:-0.031214816584255595 14:-0.013957203714303106 15:0.04139939023445639 16:0.06353800608210367 17:-0.036783492382027216 18:-0.05547094264718801 19:0.02904586880833886 20:0.019447629081174502 21:0.00785548190077168 22:0.0005007116075013765 23:0.03826297901640039 24:-0.015332803078197555 25:-0.0053889621862984495 26:-0.009121635729882588 27:0.016752118838610608 28:-0.021842814971695376 29:0.007490721432104365 30:-0.005017331502021926 31:2.2616391173284345e-05 32:0.028181956762232 33:-0.00014102638458612232 34:-0.015158772422327495 35:0.017795740897221773 36:0.005112219948786082 37:-0.008847491638417557 38:-0.012600578919655683 39:-0.009944698987352181 40:0.008264318371527602 41:0.015873364908302587 42:0.0194776106001006 43:-0.0048116572597614315 44:-0.00359832365418496 45:-0.011004342706415659 
1.0 1:-0.2597619881704323 2:0.05117865141590255 3:-0.10446884963085737 4:-0.02846657055619051 5:-0.1094970641079383 6:-0.019887748877149246 7:-0.11360003148777488 8:-0.017847634887244362 9:0.07225235128470493 10:0.10183493593603694 11:0.01253989186709277 12:0.010300540598870988 13:-0.009758266321011906 14:-0.033933383778607905 15:-0.005353191163087067 16:-0.00031567705416217636 17:-0.04330861602612044 18:0.03445347581432655 19:-0.018474453018271404 20:0.0038019423841881795 21:-0.031244691578356576 22:-0.017362283475284408 23:0.010026682802562836 24:-0.008559240080700749 25:-0.014429336833279698 26:-0.014322310691699425 27:0.024765763872467837 28:0.025720080661054627 29:-0.02131985641538634 30:-0.019002268406094244 31:0.011745120263887127 32:0.013857098100455571 33:0.01199170199066156 34:0.00646636851406163 35:0.004163786053045966 36:-0.007666774080095301 37:0.01426392567070631 38:0.005692616866581217 39:0.008421108976913132 40:-0.009785798031997832 41:-0.018910988787124272 42:0.0017753026256400887 43:0.008809612836502131 44:-0.002933508427851759 45:-0.013771603076558664 
-1.0 1:0.12140056872040139 2:-0.26008451405802074 3:-0.06565149518960647 4:0.027884538314908867 5:-0.0018287883130193479 6:-0.02188828793013193 7:0.11743590023345007 8:-0.04919735438049308 9:-0.005827083645071507 10:0.08375139026349404 11:-0.04906343622996294 12:0.047071866064299035 13:-0.06844757148426489 14:-0.035726247307705336 15:0.022443405787657918 16:-0.0591225612371548 17:-0.01974155433349155 18:0.024578310868670683 19:0.036900335225973 20:-0.0278922857107664 21:-0.045842019955114256 22:-0.014782503780951077 23:-0.007338578497590571 24:0.048437934082624014 25:-0.0007622571660971288 26:-0.004166071071652389 27:-0.010574196716590096 28:-0.055891844239774995 29:-0.01720644903237112 30:0.04762521814956239 31:0.004186457730576543 32:-0.016352114293506963 33:0.011383371754100598 34:-0.0031274679182797614 35:-0.019531646252707053 36:0.017606268343850297 37:0.04483257071579605 38:-0.004014560966664579 39:-0.0038692905136616385 40:0.025665056657752087 41:0.012888043490571207 42:-0.001693649731066598 43:0.004629846990741564 44:-0.011627217706789261 45:-0.004330080720804033 
-1.0 1:0.13576488692612326 2:-0.2689523523015351 3:-0.07721672622693541 4:0.00117570259861648 5:0.04091568067490106 6:-0.013162102691308984 7:0.13467117467692297 8:-0.0313091475831806 9:-0.0177334669617312 10:-0.0373104697821603 11:-0.024731204133158935 12:-0.021021834262774673 13:-0.02805268996977961 14:0.027668703832700932 15:-0.008257625534650702 16:0.006919917019140305 17:0.007054583114240738 18:0.03317088279542915 19:0.039865588748240456 20:0.0034649017250422817 21:-0.008479226111819442 22:0.009981786053917974 23:0.002960465280981657 24:0.016221651603954463 25:-0.005800617508574685 26:0.008839840794845559 27:0.007807545534470664 28:-0.018472653544810497 29:-0.028967740500329263 30:0.00014759616008810927 31:0.008776116532276557 32:-0.0062373605981857275 33:0.007122048951206744 34:-0.00793229996938717 35:-0.0018066129112689847 36:-0.005391337589065748 37:0.013579767925585556 38:0.007919372709572627 39:0.006285106621163515 40:0.009026452914199092 41:-0.00044320729841168874 42:-0.0027794298206814546 43:4.950643114148964e-05 44:-0.013557167657507127 45:0.008384008597955456 
-1.0 1:0.0773126198765886 2:-0.26351154975144037 3:0.06645236274804985 4:-0.05187057438713559 5:-0.04082625513051848 6:0.028773563377093785 7:0.07087119025728846 8:-0.05392711350146427 9:0.043870538285868635 10:0.01206295353335722 11:-0.027507697121134014 12:0.013387921067951532 13:-0.06058939335693732 14:-0.01665759062073805 15:0.008086224153595072 16:-0.015544561135159458 17:0.03218006108066152 18:0.016209526501463428 19:-0.015398786283596977 20:0.010346202615203047 21:0.01757688539944003 22:0.0037920900514284094 23:-0.003691435896955704 24:-5.5973995547095785e-05 25:0.013332293260309956 26:-0.007170438274446047 27:0.012809337920762293 28:-0.01611813719941012 29:0.01317266220045693 30:0.003881270455152273 31:0.013086683234755068 32:0.003222217425840491 33:-0.004464033582868891 34:-0.004276139080369486 35:0.00451014077905159 36:0.0020235134731476784 37:-0.005765596589853228 38:0.0005601572996934666 39:0.01154552579202256 40:-0.0028178658523990083 41:0.002264311262943061 42:-0.0015247124933609121 43:0.0037665185649673394 44:0.006786488080605455 45:0.002640470060972883 
-1.0 1:0.09592041597778773 2:-0.24275010245756018 3:-0.1681980136257319 4:0.12029322351186904 5:0.028228056839011487 6:-0.08062464117574437 7:0.08280814984919051 8:0.0016231033825167378 9:-0.08152218990070838 10:0.0052553235884837055 11:-0.023469876319376 12:-0.010763953733938639 13:-0.01936773877678085 14:0.02934039145440675 15:-0.006284751792240141 16:0.02854999256928543 17:0.016815672429078308 18:0.014381661689930303 19:0.020752428228909346 20:0.01114216525980891 21:-0.005124144275217842 22:0.01878491179738756 23:-0.0035123461744442155 24:0.0058981201343910016 25:0.00514600839123322 26:0.02469203794069652 27:0.004718931766312627 28:-0.002753506588255643 29:-0.02227161501810416 30:-0.01738729204894581 31:0.0074112181060293995 32:-0.010699824348974572 33:0.005308259185082969 34:-0.014043309678119714 35:-0.0025191632970425577 36:-0.005457106630932558 37:0.010365042257297757 38:0.007513933049235512 39:-0.0028303091592650244 40:0.002392092380355152 41:0.0083786533257224 42:-0.0030353227208783466 43:0.003407671111997782 44:0.0024276307690184037 45:0.004772062829155254 
1.0 1:0.31475449859342836 2:0.21885044951324104 3:0.08482831494783732 4:-0.11788297550402965 5:-0.05128287919771423 6:-0.005399010019286875 7:-0.025573211874634516 8:-0.1010173055992817 9:-0.09418923092731649 10:0.0723601036832589 11:-0.09210129015042508 12:-0.07474729217396982 13:0.07571936065604198 14:-0.05429201635451812 15:-0.06864476910273011 16:0.0010330577626159847 17:0.007322695030100912 18:0.012143982647980552 19:-0.029824707704244405 20:0.045256815196524094 21:-0.009561881972973424 22:0.01925644549622926 23:0.046420961839859595 24:0.046481747570615406 25:-0.016856106488493117 26:-0.0013232842761273789 27:0.018374942847931484 28:0.00404889262273943 29:0.009285078608114498 30:-0.013359543709761222 31:0.021625176753003593 32:-0.05803990427377735 33:0.0029757120648132244 34:0.028241428626435063 35:-0.026436032236297397 36:0.012389615703716852 37:-0.012217343536247018 38:-0.0020675151718237625 39:4.869243764547837e-05 40:0.009551493363093598 41:0.007550756865842568 42:0.007729122215924086 43:-0.003261227667746459 44:-0.0048246397714072605 45:0.016020372536064552 
-1.0 1:-0.25398878460712043 2:0.010319195195804244 3:-0.12726549566193274 4:-0.10721365491549235 5:-0.15044628924220926 6:0.03838450502545045 7:-0.042074509947499616 8:0.054029301409434315 9:-0.04899097257948238 10:0.016054981973105224 11:-0.023336414888826325 12:0.05647400891612322 13:-0.02412213406479545 14:-0.026527826956805875 15:0.004075296529329246 16:-0.0182715878913809 17:0.02203350669708894 18:0.018553112553038403 19:0.03687063035000484 20:0.007862414131862786 21:0.004172740361571406 22:-0.0496218481474179 23:0.02744693388944045 24:0.004943271249853793 25:-0.011261437414678176 26:0.019889631636734115 27:0.015393084569657656 28:-0.0017236463063116363 29:-0.004086445239340314 30:0.010934309636538218 31:-0.0026147225071447944 32:-0.010410053980284302 33:-0.027353217566656096 34:-0.005668996330380326 35:0.00851197054133011 36:-0.01407458688132828 37:0.017402849140017093 38:0.006480945035170986 39:-0.011470041145177875 40:-0.020635660998888312 41:-0.01735810019061707 42:0.009062856920183047 43:-0.01892509866450668 44:-0.00045849542237924525 45:-0.012907422360904527 
1.0 1:0.3021051277888457 2:0.1713897699952568 3:0.021854758599175524 4:-0.06085596347127422 5:0.001333630548606888 6:0.013372161025150552 7:-0.03484916755260441 8:0.010519276215330432 9:0.021199209109963965 10:-0.022617655342440767 11:0.03725424605192943 12:0.02818963984465089 13:-0.02797270858801253 14:-0.0066872703292734405 15:-0.016951907729776273 16:-0.00046015623668003124 17:0.006098513406321504 18:-0.002300253772848586 19:-0.02445202696570757 20:-0.033340442685705886 21:-0.028130363108195278 22:0.01856459056125312 23:0.019372418064254604 24:-0.0123931991741838 25:-0.011169195551473325 26:0.001041701427015554 27:0.02106526338736974 28:0.00831723088473651 29:0.021472288323120703 30:-0.007494594276963259 31:0.0178302786411033 32:-0.031316587935002554 33:0.0038779283688117117 34:0.01454686750570159 35:-0.009092171517459256 36:-0.006021375239351392 37:0.0031673047480058896 38:-0.0011138576540511529 39:0.006229362939719256 40:-0.006330241883390856 41:-0.0002915578827861684 42:-0.02370709182719944 43:0.0006239861030029707 44:0.011578081130996579 45:0.012208133060123114 
-1.0 1:0.26791029641392683 2:0.059733242742329884 3:-0.11738070769351425 4:0.11907061037077588 5:0.09068577915840514 6:0.13552941489676162 7:-0.060830689918226974 8:0.09484805348964487 9:0.12090401307073342 10:-0.03657427745703618 11:-0.06561124474663069 12:0.02035607117624386 13:-0.0257268334296178 14:0.015883444239552326 15:-0.014385934496792213 16:0.009895892709022774 17:-0.0017509679705524292 18:-0.030849122009447852 19:0.00862744914856185 20:-0.008034587170609335 21:0.0014124641962528148 22:-0.00422279492123493 23:0.04824734686269234 24:0.023575883060265368 25:-0.014844542326674884 26:0.001098234186151667 27:0.025010783022938844 28:-0.015563566166953306 29:-0.014018687025078982 30:-0.0035507525046314763 31:-0.002123639176649643 32:-0.004488344809032186 33:-0.005722569800327773 34:-0.011419353925077794 35:0.0006717549988731674 36:0.014234756778519448 37:-0.009384225242934991 38:0.005106006480556239 39:-0.006429759384017551 40:-0.007160630230209521 41:-0.003994663765368681 42:-0.011465068062241325 43:0.0026763520908875092 44:9.977713118353854e-06 45:0.0035560322382538166 
