1.0 1:0.20545321160217792 2:0.04459683962483717 3:-0.07400545813360988 4:0.0003240038565235012 5:0.010483021837155172 6:0.04872929970257395 7:-0.040359486065288996 8:0.010679523214908539 9:-0.008459646307746574 10:-0.009113045622191403 11:0.06501405715452915 12:0.013440923981090012 13:0.03322018055068068 14:-0.013088839089864046 
-1.0 1:0.3342420726064653 2:0.0754601136441331 3:-0.09348777292772723 4:-0.051729957791352484 5:0.15451482375474998 6:0.19206311863287553 7:-0.039933477130982366 8:0.1073504244426723 9:0.12804612247571387 10:-0.02223487283355896 11:-0.05906711207782951 12:0.018608724009985048 13:-0.04965080020018907 14:-0.0039378992668974155 
-1.0 1:-0.2588683900052467 2:0.06788174470209149 3:-0.010913692497367861 4:-0.07160066018389954 5:-0.0433372493804012 6:0.03467175207996924 7:-0.005751215979720604 8:0.030697301484608502 9:-0.03323225424791078 10:-0.04493151339040145 11:-0.009792535838002148 12:-0.0057747260047873 13:-0.004616152084052267 14:0.014237907901880302 
1.0 1:0.03763683879089483 2:-0.10884411012035754 3:-0.0958793234705005 4:-0.09412002662675413 5:0.04910425374076458 6:0.023329785805855062 7:0.03090978789681733 8:0.008161462374527254 9:-0.029334914048501234 10:0.040333608199265084 11:0.04408442137947413 12:0.02154874628310554 13:0.07731450811820113 14:-0.007181775355976859 
-1.0 1:0.10092897759226908 2:-0.20886296941978194 3:-0.0836249396426659 4:0.03883824771700865 5:-0.01451514325332839 6:-0.04652455618173932 7:0.003967598386218489 8:-0.027434890392764137 9:-0.004662273990844327 10:0.0880245531625849 11:-0.04587686497631748 12:0.05843324302077428 13:-0.05852272599242777 14:-0.04829732514847436 
-1.0 1:0.27263561598316954 2:0.15293960877764634 3:0.07811675140726834 4:0.1421252252167152 5:-0.07170391401263448 6:-0.04491061669661862 7:0.17844285568479912 8:0.05588357837453439 9:0.05751335538195447 10:-0.0720606896665702 11:0.18603326847883306 12:0.0589503674553796 13:-0.15181678815611213 14:0.00957717430180028 
-1.0 1:0.03056517017309117 2:-0.23373858993053478 3:0.04510845928725729 4:0.00280987934064573 5:-0.0670823353396031 6:-0.01371308675152181 7:-0.01216843060430882 8:-0.031474155780739525 9:0.01721235453451426 10:0.025598159134537238 11:-0.011185949396508285 12:0.008425562338889568 13:-0.034185007167326566 14:-0.0024051642245188493 
1.0 1:-0.25161532199468145 2:-0.002554907507217031 3:-0.012712530362325235 4:-0.02457696514579565 5:-0.050365378459076626 6:0.0049645325746842 7:-0.025835369555999556 8:-0.02285321677385973 9:0.02444058625824489 10:0.0604440127998878 11:0.0110962483619687 12:0.045359387043994226 13:-0.011827478372682481 14:-0.006972997626228966 
1.0 1:0.10090184782999825 2:-0.103822830337119 3:-0.11023128847669116 4:-0.03899157880475713 5:0.08012566378996835 6:0.05265389109975041 7:0.0768699028732602 8:0.04411879371689286 9:-0.009701063403978088 10:0.05322073512025328 11:0.027409955428528508 12:-0.007173390759841535 13:0.04987414196067026 14:-0.010716471085927493 
-1.0 1:-0.20498881008773828 2:-0.029728074752205826 3:0.12879834592213033 4:0.07270679701632882 5:0.025362073078552316 6:-0.026488272529989136 7:-0.11487677365217888 8:0.043950444328911105 9:-0.070517497274679 10:-0.04307134892457665 11:-0.006378480805451829 12:0.030815222410168687 13:0.034661688267721195 14:-0.019350114039076827 
-1.0 1:-0.1335680120921074 2:-0.07146026518996433 3:0.25846556957100986 4:0.006981024625068215 5:0.03420650999288173 6:0.09086978128665353 7:-0.09302232454691717 8:0.15309271216502268 9:-0.07900559612703859 10:0.07794425650615117 11:0.04712745754520333 12:0.0032374325880311916 13:0.03606632012886241 14:0.08546742252453741 
-1.0 1:0.288670994288213 2:0.20971762580434494 3:0.07140397298622633 4:-0.1388140637160829 5:-0.0570955174987737 6:-0.04249270397293621 7:-0.02880895516176732 8:-0.05592353387447964 9:-0.06311240761792528 10:-0.014166328707570537 11:0.13979757546302513 12:0.027805781939210156 13:-0.09887253602550453 14:-0.014998574343769333 
-1.0 1:-0.17619052466948226 2:-0.03496490302980456 3:0.14984943366105893 4:0.03716418223491779 5:0.055676384385968544 6:-0.00936624928570205 7:-0.1036605531594785 8:0.0470966210073073 9:-0.07254446457338605 10:-0.05012762388627877 11:-0.008090666565115201 12:0.025090794455664298 13:0.02488516490324172 14:-0.01399568527242687 
1.0 1:0.22731362635619495 2:0.1140550191186418 3:0.06916893906543527 4:0.03986242318626435 5:-0.04623705433921216 6:-0.17869919241349036 7:0.10072055147310635 8:0.09643588854045282 9:0.05329059713444556 10:-0.0038604725074559833 11:-0.017565703292860724 12:0.0008559496904048045 13:0.022303040071329303 14:-0.010285657239940975 
-1.0 1:0.08652814662429667 2:-0.19302084914363987 3:-0.1024954538990571 4:0.04164972495072357 5:-0.019853423716991746 6:-0.07898644144700841 7:-0.047997239696671634 8:-0.03262301062507203 9:-0.021239332160743113 10:0.0678963949127359 11:-0.03251408280412624 12:0.04122295825045831 13:-0.03130784235123538 14:-0.041427578620129114 
-1.0 1:0.15040615253043607 2:-0.18364706744592108 3:-0.23527472864310697 4:-0.023743231277087114 5:0.10385935636426605 6:-0.0929187428798502 7:-0.0022775012416788223 8:0.04933019043430373 9:-0.19638239008244426 10:0.09357937493761513 11:0.030630264112385015 12:-0.0022007704445369883 13:-0.019779670114028734 14:0.04105370117302502 
1.0 1:-0.0035624871614165776 2:-0.1447974654087607 3:0.08877949130493555 4:-0.06472671739729587 5:0.018594243585914032 6:0.03044311705441915 7:-0.021154775064239562 8:-0.013109077646043786 9:0.03097262355771521 10:0.0043046039700151105 11:0.013344950068595067 12:-0.005117064023966231 13:0.00931616460984189 14:-0.014435397752089981 
1.0 1:-0.01616330857401322 2:-0.10575940752591848 3:0.051128301242573344 4:-0.10932788424917213 5:0.012072958565202678 6:-0.0027509090252428032 7:-0.10176151889707047 8:-0.021707003290572877 9:0.021568024250391404 10:-0.007547761874283425 11:0.030270766116049945 12:-0.010233011621010578 13:0.016268279865167053 14:-0.011912676557750536 
-1.0 1:0.3502914165064915 2:0.18607572393987723 3:0.06777582827790153 4:0.052725055230928686 5:-0.023570149433890745 6:0.12478981391940455 7:0.07159431600903764 8:-0.0981932776181928 9:-0.05283122473998702 10:0.03090241444052438 11:-0.030181053305036343 12:-0.026035949060146397 13:-0.041895917883410044 14:-0.0008916243782198831 
1.0 1:0.1055578221006921 2:-0.026226395988125793 3:-0.13190263631007013 4:0.03094977774202029 5:0.031553152121277406 6:-0.02098941027932585 7:-0.1226035709969423 8:0.046305594299617406 9:-0.008756676731813004 10:-0.026690677572912602 11:0.017575973307619886 12:-0.016087036644713677 13:0.025973661665526795 14:-0.015998116231522613 
1.0 1:-0.2569881760953625 2:0.13949636832352597 3:0.07981503342032494 4:-0.015542749008211452 5:0.2364928564918139 6:-0.01828239599617526 7:0.04558485012290414 8:-0.06705851094032039 9:0.0011905016418225162 10:-0.04193803892962576 11:-0.005263325322601715 12:0.02801665582318398 13:-0.0006316265965973761 14:-0.04194621429928596 
1.0 1:0.14880911932343643 2:0.0070026778257116645 3:-0.0942313256619331 4:0.09050497190119969 5:0.00936251843735074 6:0.09148582759645936 7:0.04824484731139882 8:0.04228745785058094 9:0.01255999523449833 10:-0.008757179777078222 11:0.06958053307048132 12:0.013901532679047805 13:0.05049278625738422 14:-0.017588761029362097 
1.0 1:0.12812131306802546 2:0.08986726007797018 3:0.00023915576183604782 4:0.17299653486210106 5:-0.11061885722326309 6:-0.1634065439707643 7:0.02998684317588241 8:0.04785281480327167 9:0.008120973450435547 10:-0.0018923666700474693 11:0.021652414526022488 12:-0.0020246476654928475 13:0.03102118289315085 14:-0.039471962087372844 
-1.0 1:-0.24222691442492567 2:0.06366923736756494 3:0.10004994179791224 4:0.07396641860256307 5:0.14525159601821735 6:-0.03776222674397342 7:-0.02624121144350529 8:-0.0008476115876587971 9:-0.06258559246358851 10:-0.050157947286765384 11:-0.021945804809186197 12:0.04352726662639578 13:0.010365326794131269 14:-0.04726837813476304 
-1.0 1:0.1032416098062435 2:-0.24792189421043928 3:-0.08332350022263187 4:-0.08051297531646232 5:0.007292645470780144 6:-0.06681031569569976 7:0.06530007130227912 8:-0.08896149686069002 9:-0.06920633249948034 10:-0.06396578337318318 11:0.0020697237646800093 12:0.09725265934256598 13:0.0394419055607167 14:0.15017956937739382 
-1.0 1:-0.12558848133285605 2:-0.2251675570572215 3:0.15281756017588277 4:0.153018017390701 5:-0.1617330964001607 6:0.021235923444262884 7:-0.003310670322294965 8:0.0224197787298624 9:0.030838952179937422 10:0.028839270702054352 11:-0.02216123281000379 12:0.00044136087901390855 13:-0.026856161148205243 14:0.022223161552183436 
-1.0 1:0.06625444774494961 2:-0.2319548011089427 3:-0.05885261460224062 4:0.025443378829091277 5:-0.035843416343029816 6:-0.037354524312807724 7:0.022142451803725715 8:-0.10051110858049586 9:0.02080797077243152 10:-0.11119973687122844 11:-0.025838529279229375 12:-0.012320208860414732 13:0.04454805693041432 14:0.03116981834054302 
1.0 1:-0.2483191502209838 2:0.14668255367620556 3:0.03659576208174117 4:-0.08245939977037975 5:0.2039430929495398 6:-0.04032120769129022 7:-0.03482310302476077 8:-0.07791405081273026 9:0.017273518667137458 10:-0.025135497721091606 11:0.020381981075926134 12:0.011379255859698165 13:0.0014427153083950532 14:-0.013592603715857278 
1.0 1:0.012074532913699679 2:-0.13488202435765018 3:-0.057419204417282474 4:0.015905277515024963 5:0.01675259365013176 6:-0.03129149076391199 7:0.03487270704225741 8:-0.027935483738055024 9:-0.020043104421112665 10:0.012457403489965872 11:0.012388983184914586 12:0.017233012246512726 13:0.043198410506350496 14:0.020459485971787466 
-1.0 1:0.2652850792279945 2:0.14006156397404604 3:-0.09127059545533492 4:0.030157653091132514 5:0.03391139673733082 6:0.10515340583492258 7:-0.20572788874463982 8:0.04022540718716742 9:0.11204840055979431 10:-0.08106985936831082 11:-0.03851474314287262 12:0.0700679334484773 13:0.013477115358399579 14:0.0610420648771516 
1.0 1:0.10913217454329201 2:-0.1322808124117328 3:-0.014054341158978984 4:-0.05498546531237066 5:0.024308080956980147 6:-0.007682364456188712 7:0.0031356546101553202 8:-0.030138870190689643 9:-0.005779379835681306 10:-0.041801662707374856 11:0.023552004969269645 12:-0.0035130104752450885 13:0.006665699803280646 14:0.006350432971214725 
1.0 1:0.14036038018568475 2:0.03800757657525497 3:-0.05040289805871888 4:0.15300825478477903 5:-0.023765005370059225 6:0.03278185349086337 7:0.04557737566478545 8:-0.0036289749795665625 9:-0.008637398846247297 10:-0.006631725142527654 11:0.060580463106066074 12:0.001670685486290839 13:0.001782138123367383 14:-0.005697159300871536 
-1.0 1:0.012897213655074923 2:-0.2004784285160627 3:0.1376588927508942 4:-0.004202719001036912 5:-0.009957463950797812 6:0.06859268974802224 7:0.022525158666287418 8:0.04667230473002196 9:0.010412887470364899 10:0.023297056638353568 11:0.021421522287103936 12:-0.04929661555184568 13:-0.0020758034143375983 14:0.02397107747480258 
1.0 1:-0.30783618658626427 2:0.1601362840378087 3:-0.11463850793667439 4:-0.018018433228790768 5:0.0019178609069724836 6:-0.061363199567642336 7:-0.03311040576567401 8:-0.04961761060137045 9:0.03689621655577011 10:0.02125956909322236 11:0.009009942395273083 12:-0.03717042009110702 13:-0.020699973449515567 14:0.02413346795019719 
1.0 1:-0.21437283595734616 2:0.028798334720157852 3:-0.0625574824071686 4:-0.04126025392726296 5:-0.026942571678922 6:-0.023326109863731598 7:-0.07753309819551153 8:-0.051926972973182814 9:0.06465128956367991 10:0.06992283597640282 11:0.008938202881511932 12:0.01692647531718991 13:-0.0028708969455962137 14:-0.003090855726238383 
1.0 1:-0.2587378488632523 2:0.027593811673217592 3:-0.09435022749715632 4:-0.0064962463541666324 5:-0.10125998074611606 6:0.0065005755108403646 7:-0.02469497683682484 8:-0.04015724211091316 9:0.08652095270663943 10:0.07312194128770609 11:-0.0058754325927585505 12:0.02049066111785773 13:0.0006976109038963167 14:-0.04355759655816533 
1.0 1:0.3201974349198784 2:0.17237802718692377 3:0.07919804748559837 4:-0.09376645148288679 5:0.0022186397644016684 6:0.009474768975719097 7:0.061020387435136644 8:-0.015640070447918028 9:-0.02664343243343737 10:0.020121128280232957 11:-0.010155105019525469 12:-0.02122477438186756 13:-0.033320983084917134 14:-0.02902825600122845 
1.0 1:-0.23577399766644194 2:0.0060054164766632405 3:-0.041437764036057145 4:0.016134501262852152 5:-0.03623015437951928 6:0.031181456507956867 7:0.04542940638099237 8:-0.04607182332899165 9:0.08484961710770322 10:0.09235320885091439 11:0.005539402488271058 12:0.019901536102389726 13:0.011575712111721202 14:-0.0037630827433238617 
-1.0 1:-0.061059329061145466 2:-0.13029539117484307 3:0.20707116160568684 4:-0.05576128667653074 5:-0.03550650201180589 6:0.07229515736717423 7:-0.15644610502865386 8:0.11811458757167773 9:-0.0181581401564598 10:0.09661920705037715 11:0.06925593098480114 12:-0.041100436494801856 13:0.012420669217768174 14:0.04939624170738128 
1.0 1:0.1720965872859473 2:-0.020764654056692013 3:-0.009067482352475679 4:0.055836945958982614 5:0.042396538346662564 6:0.04301705158892133 7:0.020698338839173984 8:0.022544680690997354 9:0.012040930194720292 10:-0.04329289967832492 11:0.08961194714599893 12:-0.02129671663116078 13:-0.018354686622421526 14:-0.004409757569248201 
-1.0 1:0.017046886904022562 2:-0.22533090147163937 3:0.10207375287524365 4:-0.057569664343667684 5:-0.03667308045798217 6:0.01701179968151109 7:0.028464902949549342 8:-0.057884179234262464 9:0.027802229635784742 10:-0.016431421809122562 11:-0.04168582339232717 12:0.08181315406481975 13:-0.04763234418643171 14:-0.0010762122165246801 
-1.0 1:0.3178276314391722 2:0.21442607248474663 3:0.08757978217308678 4:-0.03208660742568086 5:-0.05658566684616958 6:0.03541264916423027 7:0.030722803497364275 8:-0.10979943992727753 9:-0.08432124558129292 10:0.03464948782713089 11:0.032737431721254165 12:-0.016301100177575654 13:-0.031214816584255595 14:-0.013957203714303106 
-1.0 1:-0.2506527711991604 2:0.10291260634244474 3:0.028406627993714153 4:0.03584448943438126 5:0.1499424761754258 6:-0.054298663336466615 7:-0.005786210207583729 8:-0.06079875078997146 9:0.008978450404167712 10:-0.0008415551087979228 11:0.004510256351326397 12:0.00966486057866845 13:-0.003360773378977255 14:-0.003709896053912077 
1.0 1:0.29147468989984376 2:0.17257093714356955 3:0.03922633139925766 4:0.08982541840678095 5:-0.036504851631321535 6:0.03375625868791043 7:0.03240040608333186 8:-0.011041020946914632 9:0.03186365757464807 10:-0.022439570690491645 11:0.012394613046215919 12:0.03553586546245661 13:-0.02379627984974164 14:0.030134417081596178 
1.0 1:0.29491906228388276 2:0.1112976484180935 3:0.0837915505443329 4:-0.09453614298114614 5:0.022209134530857252 6:-0.0928870843337273 7:0.14423420251554375 8:0.10196718741083585 9:0.054825717309871666 10:0.002918388674883355 11:0.009478378611745504 12:-4.3597341242797294e-05 13:0.012326393605773638 14:-0.030662422360643555 
1.0 1:0.23418293334391171 2:0.11070418694752071 3:0.0519839068969848 4:-0.023523339794988225 5:-0.025569436750479294 6:-0.1512166896610223 7:0.06589447724166024 8:0.0896396071228524 9:0.040607510393492016 10:-0.005268994162564992 11:0.005414387518063175 12:0.003884113890748428 13:0.02519218375947901 14:-0.02239732094035374 
1.0 1:0.00813669043455121 2:-0.13530874333313897 3:-0.08479802332757683 4:0.07136217551284318 5:0.013272362364252518 6:-0.029417396474099737 7:0.07640106725980748 8:-0.012014422077783533 9:-0.03261493080229822 10:0.03031386964282179 11:0.00455027192932635 12:0.005597673369868397 13:0.04582623682191129 14:0.010913289469450797 
1.0 1:0.07454332232737197 2:-0.10882348022703567 3:-0.1422573424226108 4:-0.0805046108200515 5:0.05809482060375279 6:0.023651787059290674 7:0.025929595598514675 8:0.036483447129232696 9:-0.033842107445622806 10:0.0496594841189821 11:0.03907492187428844 12:0.0022998976663859277 13:0.06384158506805625 14:-0.0215615500346163 
1.0 1:-0.19563416224716915 2:0.01836062330190425 3:-0.055940212570952816 4:-0.061972163681428875 5:-0.04235855651017845 6:0.0048344102068134855 7:-0.06915805872105701 8:-0.038624355054266625 9:0.07952090144838384 10:0.07564213837762473 11:0.0011763621180893614 12:0.004163227501684871 13:-0.015880389745700867 14:-0.01756330106811897 
1.0 1:-0.2769289512326364 2:0.10535671796963601 3:-0.09441339809935416 4:-0.07548798287381667 5:-0.027550590786627777 6:-0.024025181940767328 7:-0.08477707384734 8:-0.02340010794649447 9:0.022357113546462797 10:0.02250424094938586 11:0.009834794731782538 12:-0.009179688177152916 13:-0.0022643845069569794 14:-0.025230987291561535 
-1.0 1:-0.26322424582460435 2:0.09386805220909702 3:0.06506191430300146 4:0.08027940757530498 5:0.17030188626465137 6:-0.04299720638931066 7:0.029563331212029278 8:-0.043873841532102165 9:-0.023603362863405412 10:-0.0330520161382086 11:-0.020368878895358662 12:0.03561785382057598 13:-0.0033403051713772076 14:-0.043263063436960944 
1.0 1:0.03469573479351927 2:-0.09605456754373602 3:-0.08575289793955261 4:-0.11707972689114067 5:0.025827119785194537 6:-0.007870302138365301 7:-0.04649299913690398 8:0.003180302861036817 9:-0.03765125324872581 10:0.01015512878261008 11:0.04036589897837932 12:0.019055441974504483 13:0.058499575560273985 14:-0.0061227355993637815 
1.0 1:0.3124236207470854 2:0.18517376247361444 3:0.06587154230094215 4:-0.02262256853228485 5:-0.01709668560210513 6:0.016936497835021047 7:0.03947438068724422 8:-0.01599605436714726 9:-0.00422914199606228 10:-0.009592868814844757 11:-0.0034749996301061264 12:-0.010651073595090954 13:-0.039014536806269255 14:0.002455284572688572 
1.0 1:-0.27620025181048324 2:0.11057196830468162 3:0.025779232326735464 4:0.038551536155513655 5:0.10277786305104922 6:-0.007128968235942695 7:0.08126717904535462 8:-0.056125810991442586 9:0.05042057755410185 10:0.031380987482487036 11:0.017923305176268098 12:-0.03126400434994239 13:0.003584712400444315 14:0.06759472146775167 
-1.0 1:0.2952435187519003 2:0.1764818615581557 3:0.025835969565035807 4:0.15350241642902596 5:-0.06048445441386233 6:0.09849850291397091 7:0.02153440388911645 8:-0.10352190581320678 9:-0.05317647152698848 10:0.026497324487185905 11:-0.04414420666374323 12:-0.018175789415043556 13:-0.018484840350359057 14:0.016047601584831896 
-1.0 1:0.024159497482128003 2:-0.22733773984768316 3:-0.14124576330642138 4:0.11452672577096204 5:-0.057903076064893366 6:-0.148020380197501 7:0.023580338423913924 8:-0.05641656221982965 9:-0.11549047607791603 10:-0.01290977598578581 11:-0.006096456190248477 12:0.06537722817250459 13:0.031076393574566527 14:0.13079822811027242 
1.0 1:0.3763487915124917 2:0.23910483859531134 3:0.09849229580904226 4:-0.19055074804544 5:-0.010021650955356072 6:0.0877143165725865 7:0.015247663245796742 8:-0.10708576279235484 9:-0.07632522915382364 10:0.04654363209537493 11:0.013620917602385131 12:-0.007793638306694094 13:0.00452104602706431 14:-0.017422251362746135 
-1.0 1:-0.33278058463149923 2:0.11915864010012156 3:-0.07562626036727141 4:-0.03225748617504645 5:-0.11366336870111335 6:0.04556483681203049 7:0.04406728146800557 8:0.05163285700945403 9:-0.042421181219551046 10:-0.06034578074999804 11:-0.025148967241589416 12:0.0009833223099685907 13:-0.010595667750138378 14:-0.008829012032700624 
-1.0 1:0.05411183620548361 2:-0.23435738533869513 3:-0.029535510475096213 4:-0.08502811237489798 5:-0.04838424428524547 6:-0.039743221227736034 7:-0.05075845472122019 8:-0.09916162295111938 9:0.0415039379293555 10:-0.12389397631305016 11:0.0064882332690491505 12:-0.04110388296140152 13:0.05119610227218803 14:-0.005047585240749813 
1.0 1:0.03887921517977423 2:-0.14671891168148915 3:-0.0379582249399299 4:0.11222547901882 5:-0.04747008870314759 6:-0.06865336062549386 7:-0.0024992760117970754 8:-0.039264318753796004 9:-0.015668359488640874 10:-0.044191369964853386 11:0.00581951011073963 12:-0.004716902251330946 13:0.012646855523624056 14:0.013967135026353127 
1.0 1:0.30163744187796465 2:0.195395019998304 3:0.024927790253965208 4:-0.05368137079301588 5:-0.0231027307318515 6:0.02846665515392322 7:-0.061095177440363704 8:-0.022568550840586624 9:0.012633265097631748 10:-0.023373630095203293 11:0.03561552391003654 12:0.04596394378167135 13:-0.006448028527623086 14:0.02447524159843307 
1.0 1:-0.04323303606657484 2:-0.13567663703731955 3:0.046767243376867725 4:-0.02891489210027249 5:-0.028306273432247807 6:-0.026821925816396572 7:-0.11605152091229652 8:-0.01037666678912963 9:0.005226160955210304 10:-0.001390766141907124 11:0.018845417868981928 12:0.002511147109700347 13:0.02241201209113223 14:-0.017414986479315435 
1.0 1:0.2584519548190638 2:0.047700264262408865 3:-0.007348042477628332 4:0.04158541060690793 5:0.03135765146445793 6:0.14793214490887885 7:0.17337859670802053 8:-0.0013905279894021317 9:-0.0012731624878465299 10:0.008749615106100717 11:0.08269277246791905 12:-0.005147402843776402 13:-0.01668652234278413 14:-0.022863793420071787 
-1.0 1:-0.3365517608135666 2:0.1310567402538842 3:-0.07494406694014713 4:-0.037200362130093464 5:-0.1253800986183358 6:0.04495071652086896 7:0.013620811685410454 8:0.07704293042170246 9:-0.0596934054932721 10:-0.08659021770162766 11:-0.028600979651720232 12:-0.034893689382846274 13:-0.005524325297371267 14:-0.006132879591488099 
-1.0 1:-0.32065261844488685 2:0.07244464533795572 3:-0.04621574205206174 4:-0.07701956900600523 5:-0.13734468472547287 6:0.08711427844410871 7:0.03596108831634595 8:0.07011186801569677 9:-0.04668727660199622 10:-0.08006928331693017 11:-0.0216751562482706 12:0.004014376626505015 13:0.011134936519003966 14:-0.0014580689368879143 
1.0 1:0.23147646036499858 2:0.009004030551427185 3:0.02183828339187599 4:0.11787043777260224 5:-0.0073122610848158215 6:-0.08719417933757807 7:0.1992761514229933 8:0.08113422567236404 9:-0.0064379067246074055 10:-0.024969307963261692 11:0.11223597392159446 12:-0.09282985501699365 13:-0.027864932290423312 14:-0.04894151973560868 
-1.0 1:-0.09198032388641801 2:-0.24092551795086914 3:0.14616100122132766 4:0.09194367639243721 5:-0.1380650380631599 6:0.021552284132107608 7:0.0013727702063026656 8:-0.024237773158459576 9:0.054550967027596375 10:-0.009872550488884635 11:-0.03394811204616843 12:0.024645130813054084 13:-0.03682575891643797 14:-0.017876238260153474 
1.0 1:0.03201063833598693 2:-0.10594997143666605 3:-0.14406524335439175 4:0.11224475865116831 5:0.015573836985371464 6:-0.014384208730656337 7:0.04741952366126779 8:0.031934012924484306 9:-0.023654340395290553 10:0.045654383741695795 11:0.012504480962519821 12:-0.011057995047513324 13:0.05864950489233642 14:-0.013508425450640505 
-1.0 1:-0.09136036019587664 2:-0.17013328186791754 3:0.22819947046507527 4:0.10218659502471797 5:-0.08264907942420588 6:0.07286246064663185 7:-0.06739793395143587 8:0.11806047976461564 9:0.005864999051959419 10:0.12454232411216122 11:0.05136226647116144 12:-0.06759631613716005 13:-0.004413380775319092 14:0.04864719916945789 
-1.0 1:-0.28903788595521895 2:0.12372731310899784 3:0.007936322184073256 4:0.01977219324217845 5:0.04269421144094707 6:-0.03669028397760861 7:-0.05351923297034621 8:0.011732093040901568 9:-0.043257729285804285 10:-0.040991043502396955 11:0.0028990331965448434 12:-0.02029804611970271 13:0.02088813621715377 14:0.011842063849334394 
-1.0 1:-0.2022754721870412 2:-0.046133074531349086 3:0.17913103005812941 4:0.11745719625230498 5:0.02402061092043412 6:0.028582891115541367 7:-0.00426572649237664 8:0.060901725920100666 9:-0.028555387867062045 10:0.01553856916393664 11:0.0023803212393884617 12:-0.02793081442692842 13:0.01744487667074454 14:0.054189797374735726 
1.0 1:0.1542034599199954 2:-0.011180914810490983 3:-0.05900170889350022 4:0.16708253966339762 5:-0.024013867257811187 6:0.09391652498148394 7:0.11167818494964188 8:0.005937818020962016 9:0.012273736015541374 10:0.001100871967103588 11:0.056778045691017964 12:0.016505170353291503 13:0.03863488317453799 14:-0.004874800597420105 
-1.0 1:-0.10385567559137447 2:-0.1660178439682102 3:0.1540667338033514 4:0.07222219272853184 5:-0.05370547762760963 6:0.024065288862412573 7:-0.02060376358551233 8:0.014406424495556368 9:0.011122932789516125 10:-0.007612134172635336 11:-0.01716020359334687 12:0.0018419190978836188 13:-0.014962422956716626 14:-0.0014700853848253204 
-1.0 1:-0.28361813810296577 2:0.1017199526178696 3:-0.02564043691392555 4:-0.09043865056310586 5:-0.08459202494373899 6:0.09245905140609442 7:0.0620523742373631 8:0.07827523327937963 9:-0.049136413401452396 10:-0.09820842019755188 11:-0.028725089450379424 12:-0.04667718712449486 13:-0.008909765378527078 14:0.015086597074266541 
-1.0 1:-0.12502287752823332 2:-0.14325144207745222 3:0.1870144126536601 4:0.10237391061076002 5:-0.10630702095798192 6:0.02738646463691029 7:-0.15083955467976198 8:0.11150166598659075 9:-0.013978550747569506 10:0.10692307923909157 11:0.05746446188488858 12:-0.052151456682968195 13:0.01689395868178122 14:0.04791036854348243 
1.0 1:-0.2633389451611903 2:0.08138324231771764 3:0.0158826548627386 4:-0.06579216248803521 5:0.009379350381172387 6:-0.010141516574210512 7:-0.08363210860384997 8:0.0036280441389125555 9:-0.005950819769596984 10:0.0011512971366060484 11:0.022707525251535052 12:-0.014049016417232198 13:-0.001594690697588757 14:0.041860869861341944 
-1.0 1:-0.19240507349325842 2:0.0025956271180075227 3:0.14415278222146832 4:0.04096782034539552 5:0.10689735864628905 6:0.010058408424896602 7:-0.020592421862964255 8:0.027298460764663055 9:-0.04405989153978795 10:-0.015871458226817577 11:-0.003650988776435056 12:0.01921226061936466 13:0.015392641921412842 14:0.009400778454837867 
1.0 1:0.17325708560940414 2:-0.1447530489822549 3:-0.08724623854444524 4:-0.06624972356081406 5:0.11334032764640858 6:0.031311524937725266 7:0.040681561871215965 8:0.04630454554742432 9:-0.026110229022656604 10:0.002125097796346214 11:-0.0018962658734625291 12:-0.03186188026108607 13:-0.01158232727634539 14:0.0010339296575127086 
-1.0 1:-0.1715833326754061 2:-0.03811678049716974 3:0.15681687400719813 4:0.027915290513454108 5:0.061706392579833555 6:0.008719012912598814 7:-0.07284805114487133 8:0.04862653797533424 9:-0.06545951027235253 10:-0.04446661780956331 11:-0.00941179950667137 12:0.03356811495494784 13:0.02569491692041276 14:-0.022055884391659376 
-1.0 1:-0.047213663816129695 2:-0.13363525975336968 3:0.26547991034874285 4:-0.052492493895713886 5:0.023984876370106555 6:0.13668231610903173 7:-0.032410949566593406 8:0.12988094516535664 9:-0.01715245545566753 10:0.09463393251159888 11:0.052165272912360006 12:-0.028165664646031208 13:0.005810387819835828 14:0.0451208766723344 
1.0 1:-0.2395898854798572 2:0.0002886755674748609 3:-0.050573173151870196 4:-0.0034123391660345823 5:-0.04834876814825077 6:-0.027493501420166017 7:-0.061833057869741206 8:-0.0279267829753547 9:0.02381164952765044 10:0.07048715247690351 11:0.006051493853716245 12:0.045803130293608 13:-0.005871320005917793 14:-0.017982112153876753 
-1.0 1:-0.3191765968978624 2:0.08982111016035435 3:-0.1111375885361794 4:-0.13083465667497993 5:-0.1571815817320712 6:0.058588909431756986 7:-0.018854376297388384 8:0.0682324341724403 9:-0.052188851203929354 10:-0.06801192967215734 11:-0.022454944511942847 12:0.010513322952720446 13:-0.010359696118060632 14:-0.01822326536930883 
-1.0 1:-0.3141688392658914 2:0.19861025428064227 3:-0.11379170351953571 4:-0.04755255547615491 5:0.01944444004655178 6:-0.01593391180058831 7:0.032198371934613806 8:-0.02132111137338504 9:-0.009527932285921283 10:-0.04910914153917252 11:-0.0173271636910766 12:-0.02961477208084755 13:-0.030290952091004932 14:-0.012517798726381557 
