-1.0 1:0.20079435832327824 2:-0.2201077890353888 3:-0.21035688574978467 4:0.008293754776005241 5:0.15545181285613666 6:-0.037885234782973 7:0.14623018857395217 
-1.0 1:-0.09829212079044301 2:-0.08383130851344672 3:0.19729848782240003 4:-0.07653680107094976 5:0.06383925377446806 6:0.06712183021756297 7:-0.056297292698842274 
1.0 1:0.29974521306707785 2:0.20770660865875895 3:0.06626751775852119 4:0.07082225545746006 5:-0.07336712308802887 6:0.02870849244198853 7:0.013753769640848245 
-1.0 1:0.16689935275360285 2:-0.19856822870279958 3:-0.13837809125677472 4:-0.04998598484933248 5:0.09269215477710259 6:-0.05223315344929204 7:0.09279144827101907 
1.0 1:0.1356983804803906 2:0.047028009746668466 3:-0.05273684171169296 4:0.09022924815265099 5:-0.06120644441777816 6:-0.18684561485337298 7:-0.0927494335397279 
1.0 1:0.33760071036628847 2:0.1788170094222944 3:0.10571235921173855 4:-0.043446362480177275 5:-0.014698876165762662 6:0.03536189242929808 7:0.08975163135340439 
-1.0 1:0.0826228189230245 2:-0.1926261532566332 3:-0.17624196963929806 4:0.12766399291832953 5:0.012143774569192186 6:-0.1258815392187757 7:0.037482741805866165 
-1.0 1:-0.2935648483198009 2:0.08692983677059957 3:-0.0682776121912079 4:-0.10713545124001275 5:-0.11397243551619429 6:0.0556082079335066 7:-0.010474913458171333 
1.0 1:-0.3665449158726215 2:0.22984972558232952 3:-0.1417054751273057 4:-0.07728603050550345 5:0.021339301786417117 6:-0.014563617950196346 7:0.053714411744957 
1.0 1:-0.3009074924205553 2:0.09984771186087397 3:-0.07760964642802391 4:-0.04266882052307191 5:-0.01817202776212013 6:0.02559437730818663 7:0.009085767168410863 
-1.0 1:0.010667762486662083 2:-0.2630149629173153 3:-0.00148538206119736 4:0.07332094621012714 5:-0.07789839378410456 6:-0.02626955652005366 7:0.02643049984221351 
-1.0 1:0.3406228364383042 2:0.1643358442590749 3:-0.019312157518179943 4:-0.013281085494743168 5:0.061166172498166665 6:0.1821279171922069 7:-0.0662519924381737 
-1.0 1:-0.2504147852929092 2:0.0777907608785091 3:0.06597083783102389 4:0.07714668929952 5:0.13086135940146298 6:-0.05689663544466118 7:-0.03572931170590158 
1.0 1:0.16248945451871455 2:-0.1066510232369906 3:-0.07117324122469401 4:0.05746818816290944 5:0.08291443233791097 6:0.07128163904763343 7:0.0035883942641681474 
-1.0 1:0.30144496124271064 2:0.18493257847314848 3:0.00017477728183829672 4:0.1121523331308047 5:-0.02573319072178746 6:0.12712282232484626 7:-0.06162555598479419 
-1.0 1:-0.12014813078900516 2:-0.21382235815152595 3:0.13313743580060036 4:0.13152905837366954 5:-0.11667012221509854 6:-0.003979345429307315 7:0.0011685003410325185 
1.0 1:0.18015319507143523 2:0.10798351455414784 3:0.0768883420985279 4:0.005307483226177308 5:-0.05141841117268843 6:-0.24709505380546404 7:0.0683993067545428 
1.0 1:0.03444365262058251 2:-0.12224006912020534 3:-0.07988345504267712 4:-0.04332446907592764 5:0.035419956384739895 6:-0.02004450103358991 7:0.01252791421080078 
-1.0 1:0.1034574616761796 2:-0.241000173347656 3:0.1356996314798204 4:-0.13509839391410347 5:0.015976654370760762 6:0.11947248169033191 7:0.07452868220417916 
1.0 1:0.0412616964421635 2:-0.14277409582142608 3:-0.12343441641013603 4:0.10027690809309894 5:-0.0030056689666242767 6:-0.05727280252610321 7:-0.11924826505792971 
1.0 1:-0.043740328512594254 2:-0.12574302639230475 3:0.08802594138314687 4:-0.05201104760914117 5:0.01611352639988968 6:0.014531490943198003 7:-0.04075875579865597 
-1.0 1:-0.07358324947203454 2:-0.11948640615794802 3:0.19677716389821664 4:-0.052517246322051445 5:-0.036447820631452174 6:0.05889184643621054 7:-0.17759532372190723 
1.0 1:-0.285251439759308 2:0.152717974023166 3:-0.012966099153189886 4:-0.019443853317743703 5:0.13995422926888013 6:-0.07382006283453572 7:-0.04253666157890568 
-1.0 1:0.2918587694543925 2:0.20495729948558442 3:0.05360146218445132 4:0.07949821843601604 5:-0.07859975070463743 6:0.04935755162250528 7:-0.009106199799348895 
-1.0 1:0.05927365613649236 2:-0.2323147325115967 3:-0.04630716503322493 4:-0.09969853875690565 5:-0.039410147023334834 6:-0.05834747899768243 7:-0.07766670555705103 
1.0 1:0.2487537970311829 2:0.1329924957270003 3:0.08098962717022486 4:-0.25887990290718654 5:0.025899530352869737 6:-0.17077380194406405 7:0.05182760371620923 
-1.0 1:0.2767816322351159 2:0.03390990651290863 3:-0.12173529444358244 4:0.03724242342636856 5:0.11881685338938569 6:0.11282808078561005 7:-0.04418464039820516 
-1.0 1:-0.24086677337716123 2:0.10512941498346284 3:0.025169107758058584 4:0.024285781967443746 5:0.15779027165618842 6:-0.04934274941367704 7:0.009002047502158269 
-1.0 1:0.2407550061560116 2:0.033849341309664424 3:-0.14477623917599655 4:0.08324184714298966 5:0.10009016532088476 6:0.08465133109113776 7:-0.0959206474054641 
1.0 1:0.18027084966866241 2:0.09659110623673814 3:0.005043477394085087 4:0.06375287717372456 5:-0.05776440505469682 6:-0.12621919498811945 7:-0.008077034004540573 
-1.0 1:-0.28284649416181473 2:0.0011065062228594498 3:-0.12624830585189392 4:-0.07926230477385485 5:-0.14825079655473303 6:0.0821434378776715 7:0.06801059249190632 
1.0 1:0.21571485406546148 2:0.08993936519971753 3:0.010336315615389247 4:0.049601384851263614 5:-0.025942778049049653 6:-0.06452016442907232 7:0.04666027221830829 
-1.0 1:0.30983183736316483 2:0.18276278669715026 3:0.004312077555003752 4:-0.005098767030926786 5:-0.013548705853558583 6:0.10855306116346229 7:-0.0625289484516312 
-1.0 1:0.25470320198807084 2:0.0510379719117941 3:-0.13184220188800022 4:0.06953697372340675 5:0.09648641093320924 6:0.09544377733566194 7:-0.10785360650647677 
1.0 1:-0.3238337682578109 2:0.1633693590838061 3:-0.10268885701848315 4:-0.008309653692717366 5:0.003156151923654385 6:-0.009604832093262261 7:0.06736835583030606 
1.0 1:-0.04957466342631751 2:-0.14559980132468225 3:0.04338073445310932 4:0.00694548488220482 5:-0.02750259176794399 6:-0.024292858169303027 7:-0.06825526087754197 
-1.0 1:-0.33575322017432524 2:0.14615358112586668 3:-0.07163226992097702 4:-0.032157229235349596 5:-0.07838467248549788 6:0.08337597852762599 7:0.12500299218180105 
1.0 1:0.27844513265085596 2:0.16471155107512253 3:0.06265636725099108 4:0.0059839118567631445 5:-0.03590130843498196 6:-0.017995705542574115 7:0.02105892355540703 
1.0 1:0.25935449572383085 2:0.11775014754200185 3:0.03504216837770646 4:-0.14448178270739814 5:0.01067720030338764 6:-0.09746250378463558 7:0.011574110041609086 
1.0 1:-0.02257744446366994 2:-0.09461142567767963 3:-0.12037704537631513 4:0.005388322250487949 5:-0.028794910570242357 6:-0.06618568938253189 7:-0.08287172335686538 
-1.0 1:-0.18530893448885508 2:0.07541677171201361 3:0.10830498716736756 4:-0.039396349419457924 5:0.2080662569760398 6:0.01237560518867099 7:0.028175781029721098 
-1.0 1:-0.0659390233469329 2:-0.12704743716117214 3:0.14298983767393308 4:-0.11534692752374592 5:0.008477071670099433 6:0.039023354256168714 7:-0.0815489595143653 
-1.0 1:0.2852488465403289 2:0.10715000617487874 3:-0.07317839840190708 4:-0.0016568333528494926 5:0.04520178647526813 6:0.13900808475609008 7:-0.11689983760201657 
-1.0 1:0.056381822113691187 2:-0.22556262823923506 3:0.1436995681337711 4:-0.049245290669874334 5:-0.023611944033732752 6:0.08383789161762423 7:0.0418169699251195 
-1.0 1:0.1173068419375512 2:-0.23256985291426585 3:0.060215457136083145 4:-0.15909807597409775 5:0.03228665379479732 6:0.06237677823864675 7:0.05420718386827635 
1.0 1:-0.2972077383211605 2:0.12672683217318592 3:-0.021712461424123666 4:0.025050125328146336 5:0.05501880449625181 6:-0.05480923253495654 7:-0.02250362080130688 
-1.0 1:-0.26848718106039793 2:0.027664617414495156 3:-0.06692948359853693 4:-0.07477173364183147 5:-0.14267805740638748 6:0.052682806524102344 7:-0.00024114135180176507 
-1.0 1:-0.047521304666659714 2:-0.2414170336094271 3:0.19283320598174178 4:0.05128034820802008 5:-0.08051034322454614 6:0.07515415879537327 7:0.08377093172331578 
-1.0 1:0.07905957139346993 2:-0.15525157717140214 3:-0.19680346508927768 4:0.16315740269310752 5:0.00901935179985782 6:-0.12869353285528998 7:-0.006071411429743937 
-1.0 1:0.09689076339691728 2:-0.21025103262011324 3:-0.07099884107368466 4:-0.10492871110744162 5:-0.02503053874467879 6:-0.048092338434049225 7:-0.074223870119016 
1.0 1:0.2675169082287513 2:0.12231779096970674 3:0.10020458218007494 4:-0.22664085945449533 5:0.03717591814019443 6:-0.15979320691686694 7:0.09494022096545751 
1.0 1:-0.03206403609224843 2:-0.10417078123105941 3:0.08134728606119908 4:-0.10153982104114398 5:0.0350702985665059 6:0.022650756482662585 7:-0.04601045878145968 
-1.0 1:0.01651083635511944 2:-0.18242138677197217 3:0.1340136986149604 4:-0.04698261609498042 5:-0.014440310342688844 6:0.06249063212293963 7:-0.050747310157005454 
-1.0 1:-0.000936261021920624 2:-0.25241777528734705 3:-0.0018841767594210638 4:0.13816736715671357 5:-0.11647601320994118 6:-0.0300820222318391 7:0.0840225701070206 
-1.0 1:-0.29642209497938055 2:0.08764691802961473 3:-0.0618812796757585 4:-0.016771822084701928 5:-0.1095176899891977 6:0.017494911571973925 7:0.007934608811448625 
-1.0 1:0.3701775178547025 2:0.20486774999845903 3:0.0639732181660542 4:0.06798033658293826 5:-0.020037980539672914 6:0.18036164452271053 7:0.05728879954113445 
-1.0 1:-0.25644688694881757 2:-0.01870883198926558 3:-0.10344873216013634 4:-0.019139554530592767 5:-0.13964825875217965 6:0.09247983397299944 7:0.10593122257903405 
-1.0 1:0.06626892161053116 2:-0.2799000062981405 3:-0.005520478681177818 4:0.016195283323938794 5:-0.03380416195537092 6:-0.012672599263682825 7:0.10244565158495188 
-1.0 1:0.07783472181236681 2:-0.20766432667745158 3:-0.029568019664484285 4:-0.045074197446501915 5:-0.022546987473099946 6:-0.03431327973411662 7:-0.049267468926136454 
1.0 1:0.1631357680383125 2:0.014316201939714366 3:-0.05996076651625957 4:0.08755173150815487 5:0.01753386729210864 6:0.09842791266534717 7:0.059410815101696435 
-1.0 1:-0.26388893781921857 2:0.0975452957852848 3:-0.01512499434850052 4:-0.0889122502893419 5:-0.04578250849855041 6:0.029902702895543327 7:-0.041108647696624784 
-1.0 1:0.18087864511833182 2:-0.20599314132468144 3:-0.19995386100223844 4:-0.022603912997179454 5:0.12714484378149735 6:-0.05539450303103093 7:0.09676380388450886 
1.0 1:-0.3727235298677303 2:0.2339921965939185 3:-0.1641209670079037 4:-0.08775104908400214 5:-0.011167369907243513 6:-0.038347051753479425 7:-0.0019806675591069085 
1.0 1:0.15054229307014091 2:-0.08536681444721125 3:-0.21165389919365835 4:0.12923189424777806 5:0.06903474817415958 6:-0.05914543987443179 7:-0.08943490536061047 
-1.0 1:0.06521947004301769 2:-0.21067721001138454 3:0.15413243911611801 4:-0.0710466201525754 5:0.00530362381726089 6:0.10114357728979434 7:0.02892551170694988 
-1.0 1:0.2639118564110083 2:0.10447904047289554 3:-0.11564250489487574 4:0.058377556073347686 5:0.07074096219540964 6:0.12074858340374214 7:-0.18431882427387303 
-1.0 1:-0.302874783601833 2:0.022939988993003844 3:-0.1026836395648751 4:-0.06584813359747768 5:-0.16771338679963102 6:0.09614788709730696 7:0.0836096847028832 
1.0 1:0.06180078848322909 2:-0.14833334666725653 3:-0.005226218677074219 4:0.13608005980005 5:-0.03199270411420429 6:-0.023772539501584124 7:0.06381076453595477 
1.0 1:-0.2557554665717442 2:0.10521409606080637 3:-0.02238238468135536 4:-0.05617739179503491 5:0.03804040302574059 6:-0.05329233414345347 7:-0.08831965231735578 
1.0 1:-0.2587378488632523 2:0.027593811673217592 3:-0.09435022749715632 4:-0.0064962463541666324 5:-0.10125998074611606 6:0.0065005755108403646 7:-0.02469497683682484 
1.0 1:0.3218293236455163 2:0.1876109291858068 3:0.05317852153688165 4:-0.19002558345113726 5:0.009557760731476458 6:0.003312700782849086 7:-0.006801995917245115 
1.0 1:0.3404909247108968 2:0.22741121504245942 3:0.08969473578431374 4:-0.1855732415615813 5:-0.026030412197560446 6:0.02975514715436774 7:-0.019586193350002643 
1.0 1:0.26964536066313155 2:0.1234486526394718 3:0.08443223260386332 4:-0.08811766428551629 5:0.001586815029716377 6:-0.14448113234595783 7:0.10006408346488016 
-1.0 1:-0.294822732081224 2:0.09705576137751219 3:0.025960260323686334 4:0.1280589162454901 5:0.11073090367238123 6:-0.0661963776186611 7:0.01637151679040661 
-1.0 1:-0.06384672173085232 2:-0.2078551001855135 3:0.0266056132732728 4:0.11831405274024248 5:-0.13590239503523338 6:-0.06744055431511475 7:-0.06732265964528567 
1.0 1:-0.17719401596986564 2:0.009983426906821864 3:-0.010687412314176064 4:-0.026185277742729104 5:0.013924364006433989 6:0.0007552284091257681 7:-0.03724049531704351 
-1.0 1:0.005993881786157 2:-0.20095906189542329 3:0.1558285084382056 4:-0.03307180720165173 5:-0.0332212130420501 6:0.07169092331058127 7:-0.006764750852470096 
1.0 1:-0.2769289512326364 2:0.10535671796963601 3:-0.09441339809935416 4:-0.07548798287381667 5:-0.027550590786627777 6:-0.024025181940767328 7:-0.08477707384734 
1.0 1:0.23826616149688218 2:0.03665188435969186 3:-0.14114081283378388 4:0.08515655347397096 5:0.0794072889509521 6:0.06722783795884868 7:-0.11405054327515077 
-1.0 1:0.26918379192606384 2:0.14312153316067974 3:-0.03744270210815322 4:0.24402591969434873 5:-0.01595769044654312 6:0.143692725815683 7:-0.019694319597283058 
-1.0 1:-0.08999554624999065 2:-0.17229519684941452 3:0.25690596401554283 4:0.11942493031228597 5:-0.07085374447869976 6:0.10358702164674594 7:-0.005904836648724845 
1.0 1:0.29147468989984376 2:0.17257093714356955 3:0.03922633139925766 4:0.08982541840678095 5:-0.036504851631321535 6:0.03375625868791043 7:0.03240040608333186 
-1.0 1:-0.33991835909915213 2:0.09457511576104971 3:-0.05890750058983965 4:-0.04066952825293678 5:-0.1504693879833346 6:0.10773537191035472 7:0.0984597029663501 
-1.0 1:-0.30743076161925026 2:0.03928323370578574 3:-0.05500939450591266 4:-0.031967520744563604 5:-0.14930807961664339 6:0.08850729967522913 7:0.09802379703943029 
1.0 1:0.36515212199911146 2:0.21511759331441227 3:0.06295519647611947 4:-0.14619063041559258 5:0.016000451183232192 6:0.09799953372032123 7:0.006632395163105131 
-1.0 1:-0.12381603439502295 2:-0.10320414461703471 3:0.20879794790220213 4:0.038869391483743666 5:-0.03675018316863352 6:0.04545931130471088 7:-0.14146447226838077 
-1.0 1:-0.1935230897028736 2:-0.04153613030937201 3:0.15745260934489552 4:0.09230780270748014 5:0.05189594066307217 6:0.009837859049406816 7:-0.019861585845039283 
1.0 1:0.10724009965356315 2:-0.14086967886721255 3:-0.11252554638630809 4:0.024311061203178407 5:0.05711362454234139 6:-0.03522132851464083 7:-0.044262552088551003 
-1.0 1:0.015452107302874765 2:-0.2601716293367065 3:0.04295795503044531 4:0.06008722011547797 5:-0.09195884432420215 6:-0.01665954126999583 7:0.03440348920078712 
-1.0 1:0.038407685762589676 2:-0.19815098955261806 3:-0.02927332297827327 4:0.004960249770196872 5:-0.04679815222413474 6:-0.050441561972954206 7:-0.07002512672458723 
1.0 1:0.01732678233390628 2:-0.15440691735852524 3:-0.08345786796525606 4:0.044884343170256434 5:0.003996915864531044 6:-0.04842805434592593 7:-0.0912261108764859 
1.0 1:0.10004486522097457 2:-0.004319734723148724 3:-0.030110476670085533 4:0.04197385203881336 5:-0.025368687414377727 6:-0.052374751983779805 7:-0.14690516443152943 
-1.0 1:-0.147360191147204 2:-0.11518551439172606 3:0.1262848396397661 4:0.06326060172085526 5:-0.05595354356959665 6:-0.019542507836297872 7:-0.10167428379932072 
1.0 1:0.2694557399512113 2:0.17181178972500594 3:0.052402369975549756 4:-0.02267885355378814 5:-0.04712725401322587 6:-0.04357028969851062 7:-0.0061484164957591285 
1.0 1:0.3142774463952224 2:0.15164166636621373 3:0.0559522965167492 4:-0.1351026756339086 5:0.029474569568306422 6:0.02734787744581621 7:0.030639322430991246 
1.0 1:-0.2031086377355294 2:0.0019791863321000826 3:-0.06343473725639413 4:-0.0333250596092471 5:-0.04523928025149992 6:0.016717368364684845 7:-0.010290766608753766 
1.0 1:0.13840196626067947 2:-0.04819878958564653 3:-0.06503664261954226 4:0.07962807593624878 5:0.023102116848234905 6:0.017438327739355053 7:-0.06961544335370788 
1.0 1:-0.2395898854798572 2:0.0002886755674748609 3:-0.050573173151870196 4:-0.0034123391660345823 5:-0.04834876814825077 6:-0.027493501420166017 7:-0.061833057869741206 
-1.0 1:0.09594710458635311 2:-0.2366426648022114 3:-0.07534388072005413 4:-0.14681489391593294 5:-0.014547682472712906 6:-0.06671662249327721 7:-0.010449491226432494 
-1.0 1:-0.05012996063295383 2:-0.20331179866274915 3:0.10598779963025674 4:-0.054875245323565414 5:-0.08747442994081939 6:-0.01033982011430349 7:-0.11212638245174793 
-1.0 1:-0.06535535996166396 2:-0.0744927783916746 3:0.1674821876341725 4:-0.15206416387569158 5:0.09508394309655119 6:0.06743327105052231 7:-0.04261007019291802 
-1.0 1:-0.29399600394653824 2:0.17789675835366034 3:-0.10860509908145415 4:0.005536818739799769 5:0.03733647778664414 6:-0.035686754326613813 7:0.07245063113187405 
1.0 1:0.2389018140971733 2:0.12061331650706247 3:0.08754160530737704 4:-0.05134199348989635 5:-0.017362663324792728 6:-0.1911892028504913 7:0.09499999980638432 
1.0 1:-0.3115781609643072 2:0.0943188132603284 3:-0.07641059438829186 4:-0.022047141166659644 5:-0.02636217151920673 6:0.049480488099634144 7:0.0641647058464531 
-1.0 1:-0.26657220381927615 2:0.039100995196538514 3:-0.05541660294962516 4:-0.0820634959122862 5:-0.11956553310346837 6:0.06034658199344221 7:0.01733712969033062 
-1.0 1:0.24592066545789276 2:0.07762571486344495 3:-0.1330700644120846 4:0.05654564673843236 5:0.0761881648562466 6:0.093438720798802 7:-0.17488651259700488 
-1.0 1:0.13828713570327253 2:-0.2503369986441264 3:-0.024812042541563578 4:-0.098687861831555 5:0.033168305526170734 6:0.04123022007869375 7:0.09053339953370661 
1.0 1:0.18084002264745672 2:-0.013507713100482589 3:-0.03030669702472464 4:-0.024925560539871675 5:0.05404246538840214 6:0.04277725913231341 7:-0.04632564437617459 
-1.0 1:0.1383480190950131 2:-0.2173798038613396 3:-0.05178026161780361 4:-0.21593125272059197 5:0.026477872150117328 6:-0.008392272108204488 7:-0.0046076698098287145 
1.0 1:-0.23311778125186514 2:0.006970805208192791 3:-0.07271679551914302 4:-0.0261847123669669 5:-0.0620458713252974 6:-0.038438133669861776 7:-0.09914221000790589 
-1.0 1:-0.2747628673811425 2:-0.003586035202764761 3:-0.11406265395477572 4:-0.04666966321967268 5:-0.15376274641056298 6:0.06533607982545805 7:0.056160697532842724 
-1.0 1:-0.2452092619823068 2:0.08780517942639153 3:0.08187427067558783 4:0.08265362947345178 5:0.18423624268094202 6:-0.004318139514452103 7:0.11543716712842246 
-1.0 1:0.04258508466919762 2:-0.22783075690762986 3:0.005390132714698379 4:0.08301962898478626 5:-0.03907343695792993 6:-0.015528357294646128 7:0.07409934372175253 
1.0 1:-0.2938149034935991 2:0.11280552430131033 3:-0.0009943985972277018 4:0.04078705971243489 5:0.057129579276049905 6:-0.03085955165865601 7:0.023720125144941973 
-1.0 1:-0.12502287752823332 2:-0.14325144207745222 3:0.1870144126536601 4:0.10237391061076002 5:-0.10630702095798192 6:0.02738646463691029 7:-0.15083955467976198 
-1.0 1:0.09367177080147172 2:-0.23593215103821655 3:-0.02597483593367368 4:-0.07979791265925525 5:-0.013151092164417351 6:-0.025894814012600832 7:0.021574252068277518 
1.0 1:-0.057593569595990275 2:-0.12272296139719858 3:-0.025145371575361397 4:0.12495024477919117 5:-0.020238600647310354 6:-0.055370438200907465 7:0.026977259494881504 
1.0 1:-0.2280824274148311 2:-0.009982460084750362 3:-0.0162548713281528 4:-0.022767645623929984 5:-0.03783976126860651 6:-0.0004387165365935383 7:-0.028104919191218235 
1.0 1:0.13553909451920262 2:-0.055198766848482725 3:-0.0513285009769706 4:0.14923029087229836 5:0.014915672095715532 6:0.02576468348010033 7:-0.008908735051619685 
1.0 1:0.20545321160217792 2:0.04459683962483717 3:-0.07400545813360988 4:0.0003240038565235012 5:0.010483021837155172 6:0.04872929970257395 7:-0.040359486065288996 
1.0 1:0.3245340444698987 2:0.15290929039635098 3:0.05340453552596177 4:-0.13135760521570433 5:0.03784662209462833 6:0.04725803570168691 7:0.03611141471928313 
1.0 1:-0.32417267843893643 2:0.15876679938217123 3:-0.11917776084848128 4:0.003717634975630525 5:-0.0045369141574855 6:-0.055367617240457426 7:-0.007044160157397266 
-1.0 1:-0.07845995693354701 2:-0.10347197092957125 3:0.11909947478064514 4:-0.13314431593939835 5:0.03546088093078115 6:0.01947682906382353 7:-0.10867253047399422 
1.0 1:-0.29258651100724176 2:0.15045163738780573 3:0.03207087334915586 4:0.00022154726792090757 5:0.17768278975841278 6:-0.06709977113517328 7:-0.04758320252579926 
-1.0 1:-0.28015692883949395 2:0.021393961620360995 3:-0.053317076334453484 4:0.008024595088216322 5:-0.149920848320391 6:0.046722669765598614 7:0.0624907525005098 
-1.0 1:0.2866353043402035 2:0.03902537593099095 3:-0.12095888443899866 4:0.0006922071108974408 5:0.13050929036933337 6:0.11399270678226651 7:-0.05528047576651598 
-1.0 1:-0.08821071636968733 2:-0.16214493586121362 3:0.13522312374697143 4:0.029692899983624184 5:-0.11491453916330914 6:0.0007928912263812753 7:-0.17826713091769275 
1.0 1:0.18967092248224543 2:0.12738332907304298 3:0.0216400261449879 4:-0.07667407621575852 5:-0.06208237891466586 6:-0.23407657217458255 7:-0.09661421347401025 
1.0 1:0.22202590839568642 2:0.11024224130375049 3:0.09832982375947273 4:-0.11155384080287194 5:-0.001791593812919958 6:-0.20167729745041063 7:0.10452504056919938 
-1.0 1:0.30529592710932396 2:0.20862274538956316 3:0.10119487488038044 4:0.13562976461387394 5:-0.10963745722922436 6:0.03356366266758305 7:0.11261678644988488 
-1.0 1:0.05239931575245463 2:-0.15498143344787743 3:-0.04260269746281714 4:-0.0641625333469981 5:-0.058856719084204284 6:-0.06142910244663545 7:-0.15746025446812564 
1.0 1:-0.3331710708762238 2:0.15594175062001045 3:-0.06556859001138797 4:0.04935403483961007 5:0.03347914598918854 6:-0.02189761546655767 7:0.07696124296973443 
1.0 1:-0.3163514289761884 2:0.08945320545016872 3:-0.004948449638002398 4:0.014891717581366964 5:-0.024510811015306465 6:-0.017668515494371498 7:-0.044092767190854226 
1.0 1:-0.04119886389339318 2:-0.1856892342088239 3:0.10586527368229713 4:0.07438540231571625 5:-0.011064507732841126 6:0.036388804464081284 7:0.09277481516631635 
-1.0 1:0.1262700730572981 2:-0.2157200388063697 3:-0.09023853737242284 4:-0.1276704087678358 5:0.01107587579436259 6:-0.03960052948252958 7:-0.027308680513051013 
-1.0 1:0.09347366601804591 2:-0.21813605581011175 3:-0.03266999516033632 4:-0.07973528907564308 5:-0.01377948108622486 6:-0.022129918879999856 7:-0.02786056929167078 
1.0 1:0.2593815002632598 2:0.14439335142136264 3:0.03345512313399057 4:0.024922004485101866 5:-0.028673394849215942 6:-0.017513795344285737 7:0.0038609885718183913 
-1.0 1:-0.12906886954188068 2:-0.09275643847482526 3:0.19958736739720911 4:0.023279665926335152 5:-0.04300513040063717 6:0.025499050999431606 7:-0.1926561399578253 
-1.0 1:-0.08148088709252085 2:-0.12226434821675916 3:0.1410272015948857 4:-0.0500992339668442 5:0.03671473101333544 6:0.03218314819064104 7:-0.018858608881830455 
-1.0 1:-0.2698921333357469 2:0.09234048611951075 3:0.06789772019479767 4:0.08259201577258378 5:0.13472847216420286 6:-0.03693629299724602 7:0.004082417177836856 
-1.0 1:-0.1820230776680849 2:-0.024287272717246015 3:0.14484840437036323 4:0.03319392451309285 5:0.06582638144489916 6:-0.00456495436540667 7:-0.0844845726267119 
-1.0 1:-0.038870198734314965 2:-0.16643101865071794 3:0.08659526929363506 4:0.016142613572527574 5:-0.05846719227826161 6:-0.004603540048694843 7:-0.11522612625494807 
-1.0 1:-0.37215668268184837 2:0.12326581778839861 3:-0.1035218420980216 4:-0.12596152899603152 5:-0.14819756914843554 6:0.10962988322221237 7:0.07442539981166316 
1.0 1:0.1918430410893749 2:-0.10979263240295181 3:-0.19372092885784808 4:0.00791427998953413 5:0.11772367454370786 6:-0.03197187258173685 7:-0.0388090441083896 
-1.0 1:0.06861714308127925 2:-0.23832820229768978 3:-0.013991265952185212 4:-0.0190583046545426 5:-0.026294945511570883 6:-0.023357522544637466 7:0.02886662475933976 
1.0 1:-0.2769001580269518 2:0.12824642074375714 3:-0.05308140548641922 4:0.009434519440155243 5:0.04259229345189666 6:-0.058983992156764524 7:-0.02660757085762441 
-1.0 1:0.3178276314391722 2:0.21442607248474663 3:0.08757978217308678 4:-0.03208660742568086 5:-0.05658566684616958 6:0.03541264916423027 7:0.030722803497364275 
1.0 1:0.23666365732914207 2:0.10690345647565352 3:0.05333127411669455 4:-0.025323610755490947 5:-0.019333937555638614 6:-0.13855526337526097 7:0.07060160543802756 
1.0 1:0.25222493299143145 2:0.1701245814346692 3:0.03822963599078798 4:0.1356935608662209 5:-0.07489206845191393 6:-0.04583186541949874 7:0.04345337183305726 
1.0 1:0.2719029145854044 2:0.1312246812470364 3:0.09043967564906796 4:-0.1968280639495662 5:0.025551298596029386 6:-0.15737731640823432 7:0.07543580852454473 
-1.0 1:0.2496088618495378 2:0.10057102691673206 3:-0.08819942597769864 4:0.0549141850462314 5:0.0204917355382171 6:0.11375107662094688 7:-0.16174490891469168 
1.0 1:0.27162323034815805 2:0.17173429318224764 3:0.03210013239160713 4:0.018438113922226003 5:-0.03897853180544995 6:-0.036519105736045554 7:-0.0080045381584479 
1.0 1:0.2584519548190638 2:0.047700264262408865 3:-0.007348042477628332 4:0.04158541060690793 5:0.03135765146445793 6:0.14793214490887885 7:0.17337859670802053 
-1.0 1:-0.3075597480096618 2:0.16248088099632715 3:-0.032152821966720965 4:-0.004628409267640181 5:0.04511805049764593 6:0.010030766269052287 7:0.047851360191815864 
1.0 1:0.3079011874124131 2:0.15910580263411833 3:0.039066010648835976 4:0.08499886491096147 5:-0.026371499276698955 6:0.03674741477444085 7:0.0691027862449238 
-1.0 1:0.08011771213290704 2:-0.21061070646710853 3:0.07941157903050186 4:-0.20716445581127904 5:-0.005860338378845566 6:0.05368358976453615 7:-0.014735562968974821 
-1.0 1:0.1639241787131397 2:-0.11576585654725823 3:-0.19007286663557066 4:0.0881446538383284 5:0.0924082882634467 6:-0.051617340535637386 7:0.007763455693514771 
-1.0 1:0.15902885925937757 2:-0.20917409749028654 3:-0.17223047918988038 4:-0.06220209030853835 5:0.08099054555357457 6:-0.07077269245818668 7:0.05875696161874509 
1.0 1:0.2035234450612361 2:0.12426294758046563 3:0.023028536630596494 4:-0.0781189952727954 5:-0.05324326849240536 6:-0.21358772389467007 7:-0.0745252256300408 
1.0 1:-0.27746610960209717 2:0.1399639297199684 3:0.05613740358666772 4:0.004912660263838254 5:0.20017450211686116 6:-0.04304199263690888 7:0.007061959998824561 
-1.0 1:0.2963328126751544 2:0.20479643190443914 3:0.0008417706703890832 4:0.06068033100324452 5:-0.057373538922954506 6:0.10457480695843516 7:-0.11753241510248408 
1.0 1:-0.2663041381584022 2:0.08226094643820084 3:-0.03350776872427337 4:-0.052769761843759776 5:-0.02299845595908208 6:0.003157257811391879 7:-0.03282150543655063 
