-1.0 1:0.21001876888187082 2:0.0483484307216592 3:-0.1623006582968145 4:0.07756026819980114 5:0.05191352214670701 6:0.028679152029306786 7:-0.20516429352706034 8:0.09145014205276875 9:0.05493387375033666 10:-0.048976625969900364 11:-0.029865035522210214 12:0.003356607084559572 13:-0.010551488637620378 14:-0.0067705377892042645 15:-0.012131301072135729 16:-0.017118214618956795 17:0.007345131629131318 18:0.054513754395535505 19:0.032479023163458826 20:-0.005505196919639351 21:0.01714296632209996 22:0.06166547192679691 23:-8.643855793086762e-05 24:0.013702238505863119 25:-0.005874533787271062 
-1.0 1:0.12604553196816837 2:-0.22631191957899363 3:-0.043721229016508004 4:-0.11565470792084788 5:0.020680988517782013 6:0.01392227977194515 7:0.03471701076406901 8:-0.09103354844346905 9:0.028496232737567188 10:-0.10923996561842052 11:-0.014353174047110319 12:-0.010814275529427807 13:0.030827209794272198 14:0.02643724288781865 15:-0.031229091678362783 16:0.040784451576178285 17:-0.038954305324598766 18:-0.002293984763560762 19:0.01041597663347247 20:0.012843988753967793 21:-0.022487510584713672 22:0.019397021772313824 23:-0.026183094276120766 24:-0.010168236096229558 25:-0.0014410724569323581 
-1.0 1:-0.3145181153467389 2:0.10257576966536196 3:-0.0714391853922773 4:-0.051624544513108994 5:-0.14975537424168966 6:0.025985553932274898 7:-0.041398812197831515 8:0.07457229729829158 9:-0.06496306386140185 10:-0.09256240319058778 11:-0.02760269290846142 12:-0.027270513351865085 13:-0.007398644234216482 14:0.0019255830839004437 15:0.014083812051641283 16:-0.0022781480533263718 17:0.00344094216272443 18:-0.0013227343820769299 19:0.0010185524432162014 20:0.0005289348892340232 21:-0.01163709347193538 22:-0.010764071402376812 23:0.01048551064776053 24:-0.005375631730369802 25:-0.012310035323749243 
1.0 1:-0.2351723660955492 2:0.015201569867994258 3:0.015123822790915247 4:-0.07334108375185691 5:-0.028480391868469172 6:0.008541822611629578 7:-0.06575903942771515 8:-0.008040212129920895 9:0.013994323460930831 10:0.04263248426724892 11:0.021014494886989366 12:0.025507823375504335 13:-0.01577973962232517 14:0.016688514288490656 15:-0.008254201488531149 16:0.018773654268263103 17:0.06388968632892865 18:-0.006604656193785756 19:0.020590181787242506 20:0.02293936578498106 21:0.00264324253705555 22:-0.011973587649326541 23:-0.0016827605047269878 24:0.01945514477134682 25:0.008771675180191684 
1.0 1:0.15629719360700073 2:-0.1518348073649552 3:-0.08335371701415158 4:-0.026407804012551064 5:0.10522858782691907 6:0.02021469738419636 7:0.04504798169903728 8:0.055565987960400895 9:-0.02234447216450771 10:0.009159766580055819 11:-0.005799849354668481 12:-0.05231922264094875 13:-0.028454096575140815 14:-0.010722901551843363 15:-0.005780693499413101 16:0.01477032873245961 17:-0.0129642312181367 18:-0.0007685578048869223 19:-0.008521213215823085 20:0.007888513139200236 21:-0.005619320995955357 22:-0.014661800043982922 23:-0.0005126354730953728 24:-0.011831328898944466 25:-0.0011328443075532234 
1.0 1:0.05870465242381488 2:-0.1550690663450966 3:-0.13630455286709364 4:0.039913714481397945 5:0.020131795509932125 6:-0.106266776623261 7:-0.08850852832822356 8:0.029038045375634022 9:-0.10637288350553911 10:0.014893067134411062 11:0.02513691767059379 12:-0.03797616927765261 13:0.0025940526267544395 14:-0.0013461140499008498 15:0.011975165503572164 16:0.0014769428946524651 17:-0.00624465730524398 18:0.03670631812335634 19:0.005738277751502439 20:-0.010025043482281804 21:-0.002132542017142171 22:0.0390276349987683 23:-0.021709714205998865 24:-0.006805640622572955 25:-0.00721207515164538 
-1.0 1:-0.2544416731907578 2:0.10695048241169214 3:0.016718095241078076 4:0.032487185415065505 5:0.13964867762582298 6:-0.07273091493305125 7:-0.04323999261014521 8:-0.06564848045660508 9:0.010421685145897207 10:0.0038657227086178244 11:0.009416417821576454 12:0.0023074413925250163 13:-0.006527063636838158 14:0.003003263927711763 15:-0.004002262973628965 16:-0.015547989840861254 17:0.02983405834404821 18:-0.017089405789424233 19:0.012553390694998875 20:0.022850624174992278 21:0.0058925531492170745 22:0.011840437153455998 23:-0.021970019516491815 24:-0.016914389380295918 25:-0.07461980071288249 
-1.0 1:-0.2678211508770103 2:0.13819495265571763 3:0.019749232699756945 4:0.02671196243236179 5:0.16768307707191155 6:-0.04922845515474251 7:0.022917172739715025 8:-0.05704589455807556 9:-0.006503804293825549 10:-0.029336065018462733 11:-0.011914048749246356 12:0.009293171907801684 13:-0.01086800762755779 14:-0.022076868200338797 15:0.01923290128412161 16:-0.03089617655143238 17:0.006211199248053259 18:-0.041122092844460695 19:-0.011009312800597856 20:0.016276280305595813 21:-0.005484778571511511 22:0.04321624746500841 23:-0.021278904749414816 24:0.0030221729105153732 25:0.005792339950132671 
-1.0 1:0.01532728128870404 2:-0.24676644567289535 3:0.06858864483453934 4:0.0707326385066805 5:-0.08978924782516405 6:0.018672098717650503 7:0.06205649152363307 8:-0.062463627882827 9:0.09555957991685213 10:-0.044427898237844377 11:-0.005040114290172218 12:-0.09223811735529912 13:0.00828254721468116 14:-0.06313596726152541 15:0.07652151651561952 16:0.007945466461227325 17:0.017131187098080425 18:0.025144126046792066 19:-0.03204416169749364 20:-0.04918148214547195 21:-0.004568293190529992 22:-0.01590697091337169 23:0.031086834002645933 24:0.010430135760949373 25:-0.021489917284671246 
-1.0 1:0.1032416098062435 2:-0.24792189421043928 3:-0.08332350022263187 4:-0.08051297531646232 5:0.007292645470780144 6:-0.06681031569569976 7:0.06530007130227912 8:-0.08896149686069002 9:-0.06920633249948034 10:-0.06396578337318318 11:0.0020697237646800093 12:0.09725265934256598 13:0.0394419055607167 14:0.15017956937739382 15:-0.08641835245343271 16:-0.06196353636458163 17:-0.031643351794969445 18:-0.0699344801271996 19:-0.005632823257703978 20:0.0061364183300199465 21:0.08269255246230965 22:-0.010062250701835654 23:0.10885433028805616 24:-0.01798876774152766 25:0.005312311448717879 
-1.0 1:-0.29202955124588276 2:0.15107235352594317 3:-0.051774678566728696 4:0.06947476523334925 5:0.11391128539396717 6:-0.09361821588892794 7:0.016262685716884162 8:-0.11066283769407477 9:0.07131728522047166 10:0.04505540773227083 11:0.011116718284576882 12:-0.03404962719768527 13:-0.030964160947065167 14:0.027689343271991254 15:-0.01404577853477786 16:-0.0061900118154443046 17:0.01771841315972881 18:-0.02577317980439995 19:-0.02451776197042035 20:0.013419637909453993 21:0.011175143283375709 22:0.027958549983370832 23:-0.02527848565457682 24:-0.02729679828031761 25:-0.059437593396750775 
-1.0 1:-0.30065645799085006 2:0.16236877604419833 3:-0.05090722496205244 4:-0.11856433699452792 5:-0.026207982651324624 6:0.060652110120471295 7:0.006506516846327529 8:0.08058521863768095 9:-0.08043259400027652 10:-0.10056631589486865 11:-0.020610979597963368 12:-0.03719985456269852 13:-0.0025967158581888007 14:-0.00396986167215245 15:0.05023553057974921 16:-0.07276434180448957 17:0.0054556272366069625 18:-0.054862659167488004 19:0.04470930632045495 20:0.009383426976140922 21:-0.02717604267895747 22:-0.015532973071698524 23:0.010774452492414922 24:0.029838562218551717 25:0.021663322029243055 
-1.0 1:-0.28525609199317375 2:0.0670906543255845 3:0.06706699122466164 4:0.1347581792608081 5:0.08819021641488589 6:-0.061587423177905255 7:-0.034150574226012996 8:-0.00553608988408958 9:-0.05239891924457796 10:-0.0340118154746117 11:-0.02068452757144245 12:0.04648614157436353 13:0.014863817123566462 14:-0.05961493553661931 15:0.013176485296744738 16:-0.0011609510117460767 17:-0.03673019613910521 18:0.010054331701758729 19:-0.06573940736779808 20:-0.005154210493100051 21:0.02013315481780235 22:0.02460058245748075 23:0.003494940676143088 24:-0.031065278463359238 25:-0.02341968469944415 
-1.0 1:0.16671981832845872 2:-0.2428972099311366 3:-0.09480972528359617 4:-0.08956347870180696 5:0.08055980763087232 6:-0.025625724859606312 7:0.16037366561076982 8:-0.023996630460739146 9:-0.1103761555520711 10:0.012784209647418693 11:0.008264535158570133 12:0.044788032783411216 13:-0.0066725063511445665 14:0.12351526535095994 15:-0.00788955779584814 16:-0.06083161364406943 17:0.02755028843887226 18:0.013052760764617834 19:-0.03772676422980745 20:-0.02881016306277776 21:0.03900047673902272 22:-0.01504747345950689 23:0.07750982884086804 24:0.01995187755602528 25:-0.04462832911415759 
-1.0 1:0.05525690168961864 2:-0.22537318031117454 3:0.03397084067314962 4:-0.08023748266004574 5:-0.017906639383493725 6:0.004085165911816351 7:-0.026325457793552574 8:-0.014381995891536577 9:0.024062360327095453 10:-0.02058123559946391 11:0.01989934201564897 12:-0.04506126376725296 13:0.0010786987664011122 14:0.0031761579781071324 15:0.02448950135633713 16:-0.003298802261880243 17:0.015062542887255153 18:0.001737119866214859 19:-0.01948820028141953 20:-0.005047318105278215 21:0.01808344431679786 22:0.01967428397719219 23:0.016556202973480247 24:-0.009029759531283661 25:0.008160029367419261 
-1.0 1:-0.2229072125463597 2:0.06956847781164248 3:0.1040107409075483 4:0.04238066440634365 5:0.17915737570774237 6:-0.022569830581844766 7:0.011178412106738983 8:-0.019220177055055437 9:-0.039385713787629034 10:-0.041252325475986576 11:-0.02275395703301737 12:0.03221449180347416 13:-0.010555832922555151 14:-0.04486620803053861 15:0.017349706254110454 16:-0.036838371016027154 17:0.00042277134478366923 18:-0.0014930615445827179 19:0.0046989635861658455 20:0.0168291039093572 21:0.00898109996200659 22:0.024362532795014387 23:-0.008802433362803452 24:-0.00775246393618402 25:-0.023615693165145238 
1.0 1:-0.26624722403699874 2:0.10994996759463813 3:-0.0010728341267957388 4:-0.01739196724419813 5:0.06266085725477757 6:-0.03804030429795586 7:-0.035539409111539015 8:-0.04405940980648333 9:0.03213156627225933 10:0.02688126519418592 11:0.028724864257753245 12:-0.02842755100239554 13:0.001262623098058066 14:0.06828599329816434 15:-0.025935706807205104 16:0.03854746521214978 17:0.03448229378149029 18:-0.013015056826792888 19:0.021162177530229448 20:-0.0011575362804846444 21:-0.004826798783467437 22:-0.007542952085428248 23:-0.005833802492025982 24:0.012556690835124102 25:0.008841919969158103 
-1.0 1:0.030044465137712657 2:-0.19098012889944505 3:0.11427300585928381 4:-0.07349202113996685 5:0.0031631220789270446 6:0.056859384297969676 7:-0.026632871135365128 8:0.03844996715827792 9:0.00956739923120603 10:0.0125325582523245 11:0.028175222552040434 12:-0.04441338967680199 13:0.0009806253650063211 14:0.01953126792828183 15:0.01207816289249764 16:-0.00516282856718598 17:0.0009376232946881882 18:-0.01758488077632731 19:-0.00020641208469204808 20:0.003778472424236543 21:-0.004471102616669024 22:0.0001885183773841382 23:0.00047193016611848243 24:0.001171540543017411 25:0.011193693429222466 
1.0 1:-0.09579915376736975 2:-0.10784841114447069 3:0.012057812474007381 4:0.0711430176920599 5:-0.0752786143261223 6:-0.07912851220256822 7:-0.12186824285165063 8:-0.035469658907679405 9:0.011226272047306883 10:-0.014784860978044594 11:0.00573549706510889 12:-0.009510017032060784 13:0.017368679896915463 14:-0.01685034700413237 15:0.00788070225518648 16:-0.007048732166405438 17:-0.011870362551793835 18:0.013896592386453493 19:-0.003309471837276935 20:-0.008979635937465714 21:-0.00638904375871106 22:0.014407648695443632 23:0.00013953095212949906 24:0.0045633460973751715 25:-0.01078117186369806 
1.0 1:-0.29258651100724176 2:0.15045163738780573 3:0.03207087334915586 4:0.00022154726792090757 5:0.17768278975841278 6:-0.06709977113517328 7:-0.04758320252579926 8:-0.06917452324474911 9:-0.007307931881240583 10:-0.04069184314053619 11:0.008143260860155746 12:0.03162050072712947 13:0.016579761143334846 14:-0.044062707437655904 15:0.021840034556846546 16:-0.009648113803235759 17:0.02938269640682995 18:0.012886086235744963 19:0.011158098380843903 20:0.008683268925257353 21:0.04014304394223705 22:-0.04987122452405526 23:0.029080029214980055 24:-0.005611417622687286 25:-0.011774517103771013 
-1.0 1:0.0341869030579281 2:-0.20347787954505517 3:-0.027701156289514695 4:-0.03848896216574302 5:-0.06427628654493833 6:-0.055357103666592127 7:-0.11966252876174614 8:-0.030906445031022474 9:-0.00684987636437679 10:0.009062182484447522 11:-0.004147348729639799 12:0.024105577943805842 13:-0.01978402323428808 14:-0.017761777262243483 15:-0.005378748552269299 16:-0.023689195704837462 17:0.012082887310372568 18:0.03163613803923422 19:0.03495358621157761 20:0.011668780872316745 21:0.01766280461639857 22:0.025582553326671684 23:-0.006987598104457437 24:0.009601659813026969 25:0.010940256931624894 
-1.0 1:0.09805815947100427 2:-0.2613936192155007 3:-0.10639565369565276 4:0.07606545270927226 5:0.0025437293407158876 6:-0.07268176451035474 7:0.1758685089887261 8:-0.038861403222244406 9:-0.10986939810094698 10:0.0058581786944611955 11:-0.011555587071433872 12:0.04568660334302367 13:-0.0017259368659303456 14:0.13028302126272115 15:-0.031072244115342106 16:-0.07977667550510903 17:-0.0009972718954598114 18:0.03680942284363131 19:-0.03209164525722497 20:-0.033277461796078135 21:0.06702598486465627 22:0.0004964729338382216 23:0.09342501849995768 24:0.011493861811395664 25:-0.052372560992870375 
1.0 1:0.01732678233390628 2:-0.15440691735852524 3:-0.08345786796525606 4:0.044884343170256434 5:0.003996915864531044 6:-0.04842805434592593 7:-0.0912261108764859 8:-0.019017181952621823 9:-0.014984157983269583 10:0.010154301944382918 11:-0.026235727277659795 12:-0.007824818000051699 13:0.023952822261538134 14:-0.01628352540943345 15:0.010334323022046824 16:-0.030914517027742262 17:-0.027069340379121103 18:0.006827614820240195 19:0.0013789894116698845 20:-0.014191883319892476 21:-0.005813023181646528 22:0.012586574042013268 23:-0.024875508617802147 24:0.005246358656360037 25:-0.0031278974385994408 
-1.0 1:0.3069405535204296 2:0.20511829327419107 3:0.03663192809045601 4:0.11049305035222658 5:-0.06583696519493795 6:0.10192893478927059 7:-0.0409062218213437 8:-0.1372671490841241 9:-0.0674551017488759 10:0.015827586637287474 11:-0.042173764471971846 12:-0.011568255830714615 13:0.014863250066850575 14:0.027673126101878946 15:0.03820325714754981 16:0.001489854557174079 17:0.0026022815840168606 18:-0.017453808135684593 19:0.008517590026415275 20:0.04925122586868602 21:-0.023257554194984896 22:-0.02498436338025498 23:0.012231777761516537 24:-0.04098134116210281 25:0.016082357097362623 
-1.0 1:0.2719469541611489 2:0.07123966630936691 3:-0.12281183262944917 4:0.06778117922654664 5:0.09743747688906665 6:0.1294023098029067 7:-0.09343522545264538 8:0.09517382698796302 9:0.10955319029104339 10:-0.02988691518243737 11:-0.050716057863281344 12:0.005611167457587388 13:-0.019821154889399232 14:-0.012388191729922289 15:-0.0197280653309823 16:0.040049243517134035 17:-0.012696731979007829 18:-0.05161341718524961 19:0.008684541506780042 20:0.0123029280260023 21:0.0073315849589944 22:0.0005485370107065875 23:0.0589913707460248 24:0.01320063914579184 25:-0.003290856869597583 
1.0 1:0.1542034599199954 2:-0.011180914810490983 3:-0.05900170889350022 4:0.16708253966339762 5:-0.024013867257811187 6:0.09391652498148394 7:0.11167818494964188 8:0.005937818020962016 9:0.012273736015541374 10:0.001100871967103588 11:0.056778045691017964 12:0.016505170353291503 13:0.03863488317453799 14:-0.004874800597420105 15:0.00540158341325004 16:-0.01693009130258978 17:-0.0054532238521274225 18:0.031971713677860995 19:0.03183660561893847 20:0.004769141871499468 21:0.04738838394675467 22:-0.013262468983982895 23:-0.050599392754358756 24:-0.022720739128547503 25:0.008323159099129156 
-1.0 1:0.24566621570189265 2:0.19747486529632483 3:0.009390423506808902 4:0.23395678967258757 5:-0.11169532546360822 6:0.0648482285153866 7:-0.04973651223221947 8:-0.12276901218850836 9:-0.04320359977992152 10:0.003350783287100905 11:-0.048888855222542944 12:0.01714273076841169 13:0.040918466154263235 14:0.05699701456985736 15:0.047545616426471426 16:-0.020141151930166468 17:0.027030870095604134 18:0.00844931801422878 19:-0.03724184633411678 20:0.046633990576544604 21:-0.04298661217641761 22:-0.041760298015843154 23:-0.01726285034452042 24:-0.04426332513998808 25:0.029128875577854513 
-1.0 1:-0.20498881008773828 2:-0.029728074752205826 3:0.12879834592213033 4:0.07270679701632882 5:0.025362073078552316 6:-0.026488272529989136 7:-0.11487677365217888 8:0.043950444328911105 9:-0.070517497274679 10:-0.04307134892457665 11:-0.006378480805451829 12:0.030815222410168687 13:0.034661688267721195 14:-0.019350114039076827 15:0.0018324951057806863 16:0.030344205385986533 17:-0.011769826834105554 18:0.030670835495145068 19:-0.005103049181493454 20:-0.021463015896222803 21:-0.009816589541575115 22:-0.005839964121437686 23:0.011261677120508335 24:0.00569120158849655 25:0.011812426731283082 
-1.0 1:-0.20482566342726022 2:-0.05196595550628948 3:-0.12492503161102216 4:-0.011889497260309311 5:-0.09704456605325681 6:0.07113999609770044 7:0.0026863088160905043 8:0.032725394754645365 9:0.00753941935421977 10:0.0964725370217901 11:-0.024720287602738512 12:0.07639157210353661 13:0.03282674564304012 14:-0.07029644768377324 15:0.011876382160182955 16:0.04535299799632882 17:-0.019473018196255954 18:0.021868649571604882 19:-0.01298023139137255 20:-0.03460476511287477 21:0.0020936918467856606 22:-0.020045541866906227 23:0.009055274855034996 24:-0.016204065735620103 25:-0.0048730761656013005 
-1.0 1:-0.19465273959089266 2:-0.01631437902259961 3:0.1749836429048819 4:0.12460123503668533 5:0.11685952779250662 6:0.020887860480923066 7:0.05156660842168093 8:0.041071751844796056 9:-0.07445153758275927 10:-0.05986496316120321 11:-0.04203214834437352 12:0.043363525396862924 13:0.006368766106386954 14:-0.05605835536421903 15:0.017757222799001493 16:-0.016532115948186512 17:-0.025543070749212145 18:0.03095870814494439 19:0.009576626478373795 20:-0.0038094461568853946 21:-0.0027515641874637908 22:0.007831561947414092 23:0.007339211581842486 24:0.012612122260974017 25:0.02065951854365394 
-1.0 1:-0.2809687011276665 2:0.161027119042197 3:-0.08532369442903363 4:0.03344697629375082 5:0.08462319820799447 6:-0.10507782542024661 7:-0.019311110168151922 8:-0.11786114691745883 9:0.0893353294074708 10:0.061248833280505725 11:0.02420263684160886 12:-0.06149404663116179 13:-0.040007486361087856 14:0.05493063275710259 15:-0.01981246039669108 16:-0.0057588590429140715 17:0.030411710635899626 18:-0.03264093718228228 19:-0.015814713849276657 20:0.0180898792925671 21:0.0071774112833005825 22:0.026017926765721434 23:-0.028737699035031143 24:-0.03140389065579109 25:-0.0638734672790948 
1.0 1:-0.05904331072656623 2:-0.15023758689683772 3:0.015280785476924089 4:0.16065124029288305 5:-0.019677092920737466 6:-0.019395766414427876 7:0.11471502755261324 8:-0.031062926042408803 9:0.006441834988236554 10:0.017600492048278644 11:-0.018913350369391263 12:0.01640338359517836 13:0.016690505122389163 14:-0.018756464097892292 15:-0.01540253531892472 16:-0.013275278893762687 17:-0.06121536998066026 18:0.029181346188949846 19:-0.009071310570592225 20:-0.018191761825859895 21:-0.010145502542568546 22:0.024418322156553256 23:-0.00672778455690802 24:-0.009313093842408747 25:-0.03284688420612661 
-1.0 1:-0.08328229549910257 2:-0.11766359562872626 3:0.24027301625165617 4:-0.021398383021551615 5:-0.0006319955527009057 6:0.09789088126851428 7:-0.08682799662648791 8:0.1257715703246327 9:-0.030630265483839524 10:0.08821103240732402 11:0.05429191639369785 12:-0.02000025858799389 13:0.01619003715565335 14:0.043004429040483995 15:-0.0036144266709344126 16:-0.03005761694601017 17:-0.01812220582801652 18:-0.03612018130454627 19:0.018330487931097317 20:0.010227789217516933 21:-0.009384529796568928 22:0.00939255414014486 23:-0.01323784205151813 24:0.010574343553606178 25:0.019885419933733488 
1.0 1:-0.28244077733039086 2:0.0692124834428534 3:-0.0887398648056234 4:-0.020108780998850335 5:-0.07773295546082398 6:0.017705957815406296 7:-0.03317041289571511 8:-0.006421889741674911 9:0.07032628218779595 10:0.10081815169240572 11:0.007358431748244493 12:0.016153159826619957 13:-0.005838272110795227 14:-0.03082380726802625 15:-0.008050326377518046 16:0.013419892867222349 17:-0.0384973019834838 18:0.014271587828803556 19:-0.026011290046008367 20:0.0029495046475384503 21:-0.03495906554642362 22:0.0021989979986075693 23:-0.008380793127457455 24:-0.004835733324563591 25:-0.018862374037805302 
1.0 1:0.18296753825907014 2:0.05489143474292287 3:-0.06754024128172353 4:0.06142662262645406 5:0.0005838250961093944 6:0.04538480026986684 7:0.0167027616718878 8:0.004161661005687411 9:-0.006128366847651202 10:-0.005128840380546052 11:0.07768249064608565 12:0.0031375341638221962 13:0.021721046514294254 14:-0.016148006584605138 15:-0.010568757205757394 16:-0.0011498010626090523 17:-0.004131292217729541 18:-0.01433941303132261 19:-0.020029817601436913 20:0.007361555140876924 21:0.02220574909499961 22:-0.04125780718495011 23:-0.03442408696735235 24:-0.001002264265947865 25:0.010300098438651824 
-1.0 1:0.1383480190950131 2:-0.2173798038613396 3:-0.05178026161780361 4:-0.21593125272059197 5:0.026477872150117328 6:-0.008392272108204488 7:-0.0046076698098287145 8:-0.07839225444337991 9:0.024140186317309055 10:-0.08759622339528288 11:0.007187843568256719 12:0.00466087533142932 13:0.015836575614074193 14:-0.004472596880570749 15:-0.015546185932137736 16:0.046253419879722 17:-0.01803576138143375 18:0.019647665410888814 19:-0.0018849414931944725 20:-0.007984529191208454 21:-0.025364300649715746 22:0.029359289363548195 23:-0.024845123193951935 24:-0.002433558075324282 25:-0.010324318881368743 
1.0 1:0.34772488660865886 2:0.1787014996584365 3:0.05425769279825561 4:-0.24090597762052499 5:0.05166288801913546 6:0.07414576379728531 7:0.010433767095643896 8:-0.01922132358972475 9:-0.02196513633143763 10:0.04500579904384073 11:-0.041514466894006286 12:-0.018039108105125316 13:0.0008949894574466696 14:-0.03205171009198411 15:-0.02942011979477707 16:0.022665010183559178 17:-0.016966049237611906 18:-0.014690848725283354 19:-0.018144967547161373 20:-0.0869077533738411 21:0.053977066040709634 22:0.007915251757315306 23:-0.03762347983240024 24:0.004540260762972398 25:-0.008653627782933035 
1.0 1:0.13246153924821158 2:-0.06959519187308025 3:0.0008475981036387336 4:-0.0752773368238107 5:0.01022537804608549 6:0.002039508855442524 7:-0.0635245942665671 8:-0.013053588355481177 9:0.013528537984328058 10:-0.056749869305690856 11:0.055905918870610506 12:-0.022183435043077307 13:0.0001312202344673297 14:-0.01189629936891955 15:-0.019352316936113424 16:-0.029025269283746838 17:-0.01859338947504773 18:0.03306245454256002 19:0.008233302592222784 20:0.013923043334891843 21:-0.008198641843493362 22:0.021601643753254716 23:-0.0063416164899898295 24:0.004411312762769938 25:-0.012682706598290886 
-1.0 1:-0.2586923250073311 2:0.03215816280069043 3:-0.0233512292997025 4:0.02465503296604754 5:-0.07067887251662068 6:0.008990643665231795 7:0.030636424197763454 8:0.011070728992863713 9:-0.013800402932790817 10:-0.003908701004331563 11:-0.024485407070599752 12:0.011966344314168341 13:-0.02076008899584303 14:0.014762821530876151 15:-0.012923090881134424 16:0.0290990874423114 17:0.008633359401303444 18:-0.016346988376132996 19:-0.03370931627851584 20:-0.009731168556578147 21:-0.005676700638904849 22:0.030409872311339247 23:-0.009860608727896692 24:0.0039566285633530224 25:0.030522718142070138 
-1.0 1:-0.277745146178585 2:0.10236683092760257 3:0.028936447963401602 4:0.07871851764171027 5:0.13409629272501344 6:-0.07453064934906103 7:-0.028516362716219025 8:-0.05242387234489074 9:-0.015862083420471185 10:-0.02086633937713478 11:-0.008157986511979815 12:0.029346229702643674 13:0.0036990138538814544 14:-0.030381808844580825 15:0.009315686886896699 16:-0.012754420828783107 17:0.010579652576029377 18:-0.025108321674428 19:-0.01953450073602187 20:0.018102536121149225 21:0.008574563732713928 22:0.017838967470844486 23:-0.016268265431679106 24:-0.020254439501207856 25:-0.05167257109890491 
-1.0 1:-0.2584876795259962 2:0.17026970066859598 3:-0.1068102919553911 4:-0.04636120405455774 5:0.06078340114971893 6:-0.09237615396420822 7:-0.058289835087390024 8:-0.09548094712435051 9:0.07075357705886824 10:0.04035743065030765 11:0.025694088269793528 12:-0.06756140484292793 13:-0.045586906111700985 14:0.05131256461775661 15:-0.01475453435604109 16:-0.029869336425098026 17:0.02501955531987212 18:-0.015521724800055285 19:0.012962922071075269 20:0.025316111195457708 21:0.001811004787746455 22:0.02491356325186223 23:-0.022940420254383115 24:-0.020319989862323015 25:-0.04602017295116801 
-1.0 1:-0.23770115759555796 2:0.012610590898987115 3:0.11792151003124647 4:0.1292853719801236 5:0.059880962745742006 6:-0.017499406358663545 7:-0.009307351793827216 8:0.020910374147567187 9:-0.03296346336561106 10:-0.000261066556425351 11:-0.008683136317819896 12:0.005762075826069912 13:0.015998130353857814 14:0.01645648630204954 15:-0.01324603435766332 16:0.03708906740907143 17:-0.015030175570716238 18:0.006384721035669441 19:-0.015128799852436713 20:-0.02853058630370471 21:-0.018507756381934425 22:-0.017370479308605136 23:0.010828811640376133 24:0.0061654018120143525 25:0.010582249994890807 
-1.0 1:0.3384785089033426 2:0.20585859776871368 3:0.03584532055369232 4:0.00578441440776228 5:-0.016071969522513732 6:0.13945616208201583 7:-0.04584910291282823 8:-0.11098249182740227 9:-0.03474364701470753 10:0.00818509248926844 11:-0.045971069535584046 12:0.022768252313910158 13:0.027752753242879444 14:0.05934154667051571 15:0.049025742715548826 16:-0.027587774292498916 17:0.01922235750065118 18:0.034081588815777955 19:-0.05324779863149221 20:0.050424316164149774 21:-0.05466740566204515 22:-0.025254771019869962 23:-0.02938860822778208 24:-0.04386043748802651 25:0.029212580419071307 
1.0 1:-0.31861739602062555 2:0.10698380126744687 3:-0.04523987615351054 4:0.005991160702248519 5:-0.03675708376038338 6:-0.05921513220561868 7:-0.09838957515837009 8:-0.019298076459886 9:0.00879238986375984 10:0.024697339921314485 11:0.021907657187035055 12:-0.0022980051292334318 13:-0.0022570954212153133 14:0.02357217578639523 15:-0.029184391996800813 16:0.04544942368382745 17:-0.0250468416603226 18:0.031253829333114554 19:-0.05728895888902891 20:-0.00590917869840253 21:0.014119169833996754 22:0.00766755354591662 23:0.005229052985689316 24:-0.03148487368479586 25:-0.010935085662409192 
-1.0 1:0.1262700730572981 2:-0.2157200388063697 3:-0.09023853737242284 4:-0.1276704087678358 5:0.01107587579436259 6:-0.03960052948252958 7:-0.027308680513051013 8:-0.058031301934620215 9:-0.016433428317534863 10:0.05815170246223712 11:-0.018136688752518493 12:0.07510709482631316 13:-0.042928168331823134 14:-0.03480879281057454 15:0.008751421997855526 16:-0.04985550975240661 17:-0.03497721336981628 18:0.016855890832506826 19:-0.00026262097800037673 20:-0.03673703240974551 21:-0.02673599559027611 22:0.024349385513697357 23:0.010709937408589124 24:0.03989984422814585 25:-0.000577709291251052 
1.0 1:-0.042120777808514365 2:-0.11969684912665093 3:0.11424702989797211 4:-0.03750257478872733 5:0.049051336602449196 6:0.04042960401031545 7:0.004490334177212948 8:0.009378422466012639 9:-0.00042323967324778625 10:0.019522363899368723 11:0.013609383088572189 12:0.013731803598057604 13:0.007148552123904723 14:0.002466332658540047 15:0.003710520401572985 16:-0.020520118689453817 17:0.006790371630554946 18:-0.02144179843058932 19:0.01159012082249718 20:0.0028935866894401526 21:-0.00243216140275921 22:-0.005254537138862618 23:0.0034296491737775443 24:0.0053633666830571235 25:-0.009974858130296398 
-1.0 1:-0.1820230776680849 2:-0.024287272717246015 3:0.14484840437036323 4:0.03319392451309285 5:0.06582638144489916 6:-0.00456495436540667 7:-0.0844845726267119 8:0.04715298879145437 9:-0.07990026466260901 10:-0.058634192708923984 11:-0.01482206141285891 12:0.0483813171223474 13:0.029570215696858863 14:-0.0422138658484648 15:0.008786583905049307 16:0.02152997566279435 17:-0.02417624434024017 18:0.04020871093044844 19:-0.0056248155383976615 20:-0.018710893352092795 21:-0.01084185060133379 22:-0.008422598605624953 23:0.01757264432563804 24:0.014300164225946186 25:0.03666549053190426 
