-1.0 1:0.12758556552258885 2:-0.2170026930418777 3:-0.1329705637942022 4:-0.08949795092239368 
1.0 1:0.20442258224407137 2:0.028316398941924434 3:-0.05860226612844473 4:-0.025965806967576856 
1.0 1:-0.32569241805790405 2:0.12861511634716222 3:-0.07797827421760364 4:-0.06423442077110267 
-1.0 1:0.26360002288224754 2:-0.030786900458676447 3:-0.15314069365177807 4:-0.01327570115368619 
-1.0 1:-0.3191765968978624 2:0.08982111016035435 3:-0.1111375885361794 4:-0.13083465667497993 
1.0 1:-0.0016907707666018144 2:-0.12653316824202085 3:-0.10939332500248845 4:0.0818757767750027 
1.0 1:-0.2942320043984132 2:0.16160151355309066 3:0.022018666889490755 4:-0.040369522486239415 
-1.0 1:0.06909303654769586 2:-0.17959880894395353 3:0.15775710271648818 4:-0.14848906147061638 
1.0 1:0.3474188295123054 2:0.18286016537401664 3:0.0783028477023066 4:-0.21057177137185504 
-1.0 1:-0.05719133513380599 2:-0.19795717697290016 3:0.1313705605995079 4:-0.008774252178569147 
1.0 1:0.2396833573077755 2:0.07135330132385212 3:-0.04700205350500212 4:-0.13861719168218434 
-1.0 1:0.2940177772726724 2:0.19948798727630318 3:0.10793660223288847 4:0.049498883349335214 
1.0 1:0.12370930525069253 2:-0.03788239769684741 3:-0.12391488922272068 4:-0.023704664664059103 
-1.0 1:-0.26973918822108806 2:0.027472282749715353 3:-0.03456207037449644 4:-0.05397807078732032 
-1.0 1:0.12777998301307447 2:-0.2478645654199348 3:-0.07923092962250385 4:-0.11247713199606757 
-1.0 1:0.13828713570327253 2:-0.2503369986441264 3:-0.024812042541563578 4:-0.098687861831555 
1.0 1:0.1095141071874727 2:-0.057340391061951046 3:-0.12612989536125468 4:-0.03507495560200044 
-1.0 1:0.28503927074592034 2:0.055233963928606404 3:-0.1083054937470802 4:0.11592564595854622 
1.0 1:-0.07609475731537454 2:-0.12364185645698607 3:0.0919221849907887 4:0.026385528042629273 
-1.0 1:0.09126507804693322 2:-0.25100061583535965 3:-0.04245303699658682 4:-0.028924325766607438 
-1.0 1:0.21522729102600952 2:0.011738382634932952 3:-0.14844859222022183 4:0.27851107814803255 
1.0 1:-0.06457441866653892 2:-0.104298199557801 3:0.09835066115604149 4:-0.04751329423298589 
-1.0 1:0.13235340282232563 2:-0.19576158217880496 3:-0.15871595548592338 4:0.06638858883198588 
-1.0 1:-0.31461831101765075 2:0.04886354287032341 3:-0.07565353459995146 4:-0.04495623536061788 
-1.0 1:-0.17916579391337664 2:-0.08786793452770188 3:0.15975533145104037 4:0.08400905010869537 
1.0 1:-0.04045634888492887 2:-0.1332537999160457 3:-0.006229037670370885 4:0.08973957308122169 
1.0 1:0.26755148274377083 2:0.09598008298943084 3:0.003594599821637446 4:-0.11355200009098555 
1.0 1:0.13246153924821158 2:-0.06959519187308025 3:0.0008475981036387336 4:-0.0752773368238107 
-1.0 1:0.05927365613649236 2:-0.2323147325115967 3:-0.04630716503322493 4:-0.09969853875690565 
-1.0 1:0.3351281593065505 2:0.1961439755651429 3:0.026697677177934098 4:0.04914068460842543 
-1.0 1:-0.2670272460414481 2:0.0038241657527568057 3:-0.09572606257473297 4:-0.04341387333252463 
-1.0 1:0.07011172074948342 2:-0.26888907515034327 3:-0.04262592207480713 4:0.062259181070644605 
1.0 1:-0.322886411769127 2:0.11349946013614308 3:-0.10220501933243513 4:-0.05343456956594547 
-1.0 1:-0.01529447462788102 2:-0.15734566461361515 3:0.24624828192955112 4:-0.088676505821866 
-1.0 1:0.039049978833144074 2:-0.2033509707869318 3:0.11291249395865588 4:-0.06415464040815978 
1.0 1:0.15339806443286072 2:-0.16100269538917378 3:-0.09272704925585443 4:-0.09457776119827375 
1.0 1:-0.3010866535305877 2:0.14106306180539002 3:0.06862567666814375 4:0.05955177246809771 
1.0 1:-0.025046155848640388 2:-0.14062559667612934 3:0.007537874971578252 4:0.027896162169490146 
-1.0 1:-0.2685890326879884 2:0.009518602098597968 3:-0.1323446279999792 4:-0.1000794677312039 
1.0 1:-0.4006535257849663 2:0.2577092239266684 3:-0.19102465892369494 4:-0.12912475446946997 
-1.0 1:0.04495345472794257 2:-0.23605996297109272 3:0.11965087298994086 4:-0.024961518619416704 
1.0 1:0.2466068262058494 2:0.1301810726140561 3:0.07003216154169557 4:-0.13926268814870996 
1.0 1:-0.25624219323453806 2:0.07097076891137535 3:-0.06610284038186898 4:-0.03105686849217066 
1.0 1:-0.3039069705271967 2:0.1378943330263797 3:0.05054153132384215 4:0.06354209109821096 
1.0 1:0.14140549278330222 2:0.00034683162215587253 3:-0.08933901133965161 4:0.10193366559398667 
-1.0 1:0.06353113763249393 2:-0.291652444527761 3:0.03923118368410699 4:0.030861339781451908 
-1.0 1:0.28260381569573007 2:0.05332913812329591 3:-0.13456877897136843 4:-0.03560088926892116 
1.0 1:0.2959882378581683 2:0.17630326490267959 3:0.057639260261297516 4:-0.05253713731946491 
-1.0 1:-0.32065261844488685 2:0.07244464533795572 3:-0.04621574205206174 4:-0.07701956900600523 
-1.0 1:0.02946004837320179 2:-0.2537900712455226 3:-0.02988601117977077 4:0.0212065769744689 
-1.0 1:0.2667035084400582 2:-0.13493179500201619 3:-0.1547768289710993 4:-0.024046626501517145 
1.0 1:-0.2530022359446899 2:0.14207769624889877 3:-0.08161467949802526 4:-0.10298445372801024 
1.0 1:-0.22912084514261158 2:0.016870608785021876 3:-0.06281414293690281 4:-0.0035772551928323166 
1.0 1:0.21722925387645037 2:0.1283478971235799 3:0.06020735301094875 4:-0.11038438387838644 
-1.0 1:-0.3309562245470134 2:0.09106876459713131 3:-0.08199869692917551 4:-0.0871325023889172 
1.0 1:0.17974159864441733 2:0.04000434836134682 3:-0.061429656761017165 4:-0.008051654533571855 
-1.0 1:0.278844769740724 2:0.20840441741858856 3:0.06840079047269948 4:-0.08148937552352 
-1.0 1:-0.3244710597659179 2:0.12993457891317736 3:-0.07606658167054306 4:-0.0195064720585447 
-1.0 1:-0.23259148294719612 2:0.036107648260998444 3:0.09718562988668644 4:0.061937882325646905 
-1.0 1:-0.24462986722137575 2:0.11093247942092826 3:0.012928269377956287 4:0.0016509134722854542 
-1.0 1:0.31950295185819033 2:0.13673123157033115 3:-0.053542234404847164 4:-0.034240868504879896 
1.0 1:-0.21768140560721033 2:-0.0031174522198268435 3:-0.05340708576557272 4:-0.01222140547852928 
-1.0 1:-0.2853255638717986 2:0.07192598223691199 3:-0.04283597067255697 4:-0.023126320689077464 
-1.0 1:0.01651083635511944 2:-0.18242138677197217 3:0.1340136986149604 4:-0.04698261609498042 
-1.0 1:0.28613223868510756 2:0.14804686746797965 3:-0.013195713910620188 4:0.1614784033600446 
-1.0 1:0.05903447370698358 2:-0.2583524056356252 3:0.0006435567178106581 4:0.02914024337670572 
1.0 1:-0.08366824969983484 2:-0.11147460474793441 3:0.0864504006706557 4:0.00713851285488509 
-1.0 1:0.24566621570189265 2:0.19747486529632483 3:0.009390423506808902 4:0.23395678967258757 
-1.0 1:-0.1922032268367705 2:-0.036551362945564284 3:0.1383260250984131 4:0.07483370429158641 
1.0 1:0.2768707792808969 2:0.15902254488607748 3:0.014932064093865341 4:-0.1207371913718474 
-1.0 1:0.3069076391784151 2:0.21066670010122185 3:0.08999021235855499 4:0.10277406498237246 
-1.0 1:0.30544572028457456 2:0.21344729199001516 3:0.08919501205652709 4:-0.018676072832669786 
1.0 1:0.27034573785236554 2:0.16079747872716846 3:0.034333645132353485 4:0.079150536668697 
1.0 1:-0.346972422623334 2:0.13863475545361562 3:-0.09368900674588837 4:-0.06741318557409731 
1.0 1:-0.2465315861674509 2:0.031841583943055814 3:-0.08922813318353251 4:-0.026615181456021694 
-1.0 1:0.14402750834155248 2:-0.2687971895686074 3:-0.009168398714313922 4:-0.12990355391005592 
-1.0 1:0.06625444774494961 2:-0.2319548011089427 3:-0.05885261460224062 4:0.025443378829091277 
-1.0 1:0.13925067494646975 2:-0.047746550707069145 3:-0.19246308807357432 4:0.23415898320095901 
-1.0 1:0.16979241648745444 2:-0.18883594057626762 3:-0.20414427738836785 4:-0.1362479398169598 
1.0 1:0.13591089353987 2:-0.1478948984574853 3:-0.10503372036617077 4:-0.05745292084320557 
-1.0 1:0.30489552991722807 2:0.12432104607972855 3:-0.06315852603614738 4:-0.002054876373031877 
-1.0 1:-0.30230895494029364 2:0.08718633535954909 3:-0.027789749067203186 4:-0.03483115417250531 
-1.0 1:0.2854225810803444 2:0.09916489759203707 3:-0.059885430500960145 4:0.0517080856466918 
-1.0 1:-0.26175106904232065 2:0.1439236534915641 3:-0.013838401824184172 4:0.022398911640010254 
1.0 1:0.17325708560940414 2:-0.1447530489822549 3:-0.08724623854444524 4:-0.06624972356081406 
1.0 1:0.17077380428073777 2:0.10688017520160678 3:0.08199642447727261 4:0.05099424851091103 
-1.0 1:-0.04413943945913227 2:-0.20524162057879705 3:0.18343037913657806 4:-0.025153812513478677 
-1.0 1:-0.23662471702346555 2:0.06391340049747632 3:0.1315094815025931 4:0.09396443871572631 
-1.0 1:-0.2876748350030169 2:0.06244700605520965 3:-0.059026322949728 4:0.007044235192683879 
-1.0 1:0.005993881786157 2:-0.20095906189542329 3:0.1558285084382056 4:-0.03307180720165173 
1.0 1:-0.03992887459991307 2:-0.11260933682092517 3:0.06946385013339795 4:-0.048851297589905765 
1.0 1:-0.2879873263346545 2:0.13207993388340333 3:-0.059398190873825966 4:-0.0009686066135761104 
1.0 1:0.2749026066687427 2:0.12257543483810202 3:0.10409242651021344 4:-0.11547719383049544 
1.0 1:-0.26624722403699874 2:0.10994996759463813 3:-0.0010728341267957388 4:-0.01739196724419813 
-1.0 1:-0.28474875140451816 2:0.055949035300472794 3:-0.023438907963820695 4:-0.07328292638090109 
-1.0 1:-0.2809687011276665 2:0.161027119042197 3:-0.08532369442903363 4:0.03344697629375082 
1.0 1:0.25628310981319147 2:0.16373219643836084 3:0.05625031384100719 4:0.020688402237032406 
1.0 1:0.06010949307747711 2:-0.18173075935126745 3:-0.07112946045566163 4:0.046805403433666626 
1.0 1:0.14747001910200935 2:-0.00724583589895994 3:-0.08880803454846092 4:0.09776092759415193 
-1.0 1:-0.1809004166530287 2:0.012395049139906564 3:0.12662948387948839 4:0.013427221940664551 
1.0 1:0.049862841182965675 2:-0.16295491507930443 3:-0.09744415031642444 4:0.10690574370374041 
-1.0 1:-0.061911095339959255 2:-0.13432307027253665 3:0.11678603829576886 4:-0.10082999243508386 
-1.0 1:0.07574435775257582 2:-0.2015579122143146 3:-0.0038470467156464516 4:-0.052261566451378236 
1.0 1:0.18967092248224543 2:0.12738332907304298 3:0.0216400261449879 4:-0.07667407621575852 
1.0 1:-0.04540995552854557 2:-0.10303822846591576 3:0.075401828629077 4:-0.0390919227722269 
1.0 1:-0.3575863424946888 2:0.1420201301943778 3:-0.09657755928019476 4:-0.08973908028997243 
-1.0 1:0.2907032206063064 2:0.19979467162270087 3:0.10243641695262198 4:0.036430643839523914 
1.0 1:-0.2972077383211605 2:0.12672683217318592 3:-0.021712461424123666 4:0.025050125328146336 
-1.0 1:-0.06535535996166396 2:-0.0744927783916746 3:0.1674821876341725 4:-0.15206416387569158 
1.0 1:-0.24253966717144973 2:-0.01293215827055546 3:-0.039035850022336324 4:0.02179014126061402 
-1.0 1:0.13227328986709266 2:-0.21237557495846043 3:-0.06521217763597068 4:-0.033940040693472465 
1.0 1:0.04826607622697799 2:-0.1196545862307747 3:-0.07898960093522145 4:-0.08704618351077113 
-1.0 1:0.2918587694543925 2:0.20495729948558442 3:0.05360146218445132 4:0.07949821843601604 
1.0 1:-0.09264169634225716 2:-0.1067958524141927 3:0.07189642720300021 4:0.03400684240135184 
1.0 1:0.20835314448582565 2:0.16055482119979494 3:0.032493364119597426 4:0.11863997888000331 
1.0 1:-0.3051590688131252 2:0.12619087914954255 3:-0.057073150425695496 4:-0.03846076422123845 
1.0 1:0.2302507957985761 2:0.06257791807172663 3:0.0011637357370990371 4:0.0445741097970913 
1.0 1:-0.3115781609643072 2:0.0943188132603284 3:-0.07641059438829186 4:-0.022047141166659644 
-1.0 1:-0.015187626287207101 2:-0.17807311540832677 3:0.11080940560834568 4:-0.030337693399510774 
1.0 1:-0.2501904608120285 2:0.029447210273879348 3:-0.08947853038554143 4:-0.005172570239165449 
1.0 1:-0.3111404681118555 2:0.1513013776467093 3:-0.07431147632478893 4:-0.03208917924659201 
-1.0 1:-0.2648498179408589 2:0.08392306058812396 3:0.07826100589399204 4:0.10933904317575369 
1.0 1:-0.24801683400516183 2:0.15053238344052372 3:3.781424683751977e-05 4:-0.08662650961925124 
1.0 1:0.06422464454381657 2:-0.13734994979231804 3:-0.00921132282522688 4:-0.177015559926543 
1.0 1:0.2166751360043835 2:0.10841197663472203 3:0.01723615559732804 4:-0.03161585556882025 
1.0 1:-0.2292456011265566 2:0.0116397302544072 3:-0.03640777997854926 4:-0.0002532475924044309 
1.0 1:0.3508565572476356 2:0.20880007695548866 3:0.07206944076668344 4:-0.07918158037975108 
-1.0 1:0.16671981832845872 2:-0.2428972099311366 3:-0.09480972528359617 4:-0.08956347870180696 
1.0 1:0.28841349377030523 2:0.19676023970911305 3:0.09100130086735701 4:0.036002584010875 
-1.0 1:0.3007606083672955 2:0.21090087258640547 3:0.06179701790604367 4:0.06779392290247177 
-1.0 1:0.057587690982996945 2:-0.20744606318662737 3:-0.06414731777377336 4:0.13133132854671556 
-1.0 1:-0.17041841064539104 2:0.02025756555982014 3:0.11638855937031471 4:-0.05036059630917808 
1.0 1:-0.0242319134167222 2:-0.13193559551134412 3:0.07824421007662699 4:-0.08443843372756334 
1.0 1:-0.22350397325748142 2:-0.004114018994713961 3:-0.03754826104577075 4:-0.022090852194971314 
-1.0 1:0.2407550061560116 2:0.033849341309664424 3:-0.14477623917599655 4:0.08324184714298966 
1.0 1:-0.28244077733039086 2:0.0692124834428534 3:-0.0887398648056234 4:-0.020108780998850335 
-1.0 1:0.12512020144008407 2:-0.2646223122154049 3:-0.0015537122705778796 4:-0.11113267335115638 
1.0 1:-0.3208320349201171 2:0.11947466225693908 3:-0.10114489600205305 4:-0.058633589131161325 
-1.0 1:-0.0053229208976770005 2:-0.22468539386809094 3:0.048674260952930745 4:0.049968654523893 
1.0 1:-0.2829511285905186 2:0.13972972038498818 3:-0.003416575132383144 4:0.008354525286527553 
1.0 1:0.27144081084022254 2:0.11564508604025948 3:0.006868607692531965 4:-0.053801414741813464 
-1.0 1:0.05411183620548361 2:-0.23435738533869513 3:-0.029535510475096213 4:-0.08502811237489798 
1.0 1:0.09755963746873567 2:-0.03665570467738413 3:-0.11362433026442671 4:0.1776596885019957 
1.0 1:-0.3244604049336209 2:0.16278752332195318 3:-0.12700372875711116 4:-0.0022310564302166613 
1.0 1:-0.2824949557120187 2:0.14718127194944927 3:0.005008084545726356 4:-0.007731150542204029 
1.0 1:0.2571790124793063 2:0.14805834376031998 3:0.026220064249902322 4:0.009591994093875372 
-1.0 1:0.0879829666692436 2:-0.28053446118507014 3:0.025548052653692734 4:-0.049829896535642904 
-1.0 1:0.28822429194945054 2:0.18248424566639998 3:0.016012539297119793 4:0.08393793962360627 
1.0 1:0.1643574224232106 2:-0.022824470933216958 3:0.02622475334224916 4:-0.004951133760377037 
1.0 1:0.3299754965575514 2:0.21171608061706487 3:0.09891588243661337 4:-0.0821800075260633 
-1.0 1:0.12604553196816837 2:-0.22631191957899363 3:-0.043721229016508004 4:-0.11565470792084788 
1.0 1:0.12031877143706204 2:-0.10282571269487004 3:-0.12160249694075968 4:-0.14403885230374824 
-1.0 1:0.10215160685274105 2:-0.2107527219921316 3:-0.042629744844374345 4:-0.12463059914456755 
1.0 1:-0.2483191502209838 2:0.14668255367620556 3:0.03659576208174117 4:-0.08245939977037975 
1.0 1:0.3348824095591794 2:0.18077343300902196 3:0.027544398630087584 4:-0.14822655667577528 
1.0 1:0.2466795030666181 2:0.10168303713273355 3:0.039102237508694015 4:-0.04515230647168142 
1.0 1:-0.381271997145062 2:0.24516056391001656 3:-0.1666390177658738 4:-0.13047745702535457 
1.0 1:0.20577179881593272 2:0.06210482282403178 3:-0.037463809616831795 4:0.06602280011693569 
-1.0 1:-0.2421672231970609 2:0.043596781146973095 3:-0.02096944999428095 4:-0.023066359245306797 
1.0 1:0.32616649646010154 2:0.22816246907511434 3:0.08280981446997984 4:-0.05393865463994628 
-1.0 1:-0.112864498362517 2:-0.09893396297886765 3:0.24872397061157536 4:0.008158287881865291 
-1.0 1:-0.30762361115474185 2:0.15415797059154462 3:-0.07495275391193484 4:-0.09836876104046796 
1.0 1:-0.2631411519951079 2:0.009571654436397858 3:0.046805457945488765 4:0.0038369397692363597 
-1.0 1:0.30480621766480587 2:0.13042302841597259 3:-0.021256475891486926 4:0.15984564830150813 
1.0 1:0.05276714060696379 2:-0.17468908508921444 3:-0.055991075832825234 4:0.06068862614835075 
1.0 1:0.14675545116841054 2:-0.03902106691829872 3:-0.10853376657592961 4:-0.021567552652869644 
-1.0 1:-0.29569459390149977 2:0.09529921742428116 3:0.07090801487091192 4:0.14341383402667157 
-1.0 1:0.08203582953022304 2:-0.22600967295393418 3:-0.05726148884018013 4:-0.029565382273311982 
-1.0 1:0.07783472181236681 2:-0.20766432667745158 3:-0.029568019664484285 4:-0.045074197446501915 
-1.0 1:-0.24378996078879028 2:0.14417775854140485 3:-0.01620684853587117 4:0.042500442697073745 
-1.0 1:0.07905957139346993 2:-0.15525157717140214 3:-0.19680346508927768 4:0.16315740269310752 
1.0 1:0.22336161999411863 2:0.12390656015894565 3:0.03914380947321833 4:-0.08515624346852547 
1.0 1:0.3337199651582352 2:0.1601659182545796 3:0.07820828675702739 4:-0.15561363621817317 
1.0 1:0.16985892211965956 2:0.054608209219056666 3:-0.07247195856561102 4:0.10665605549434704 
-1.0 1:0.087641514509916 2:-0.23130045756323664 3:-0.0031886781159934027 4:-0.1077327291147587 
-1.0 1:-0.29566695043460184 2:0.10645632806768353 3:0.0434098367583566 4:0.13696557277349444 
1.0 1:0.20206698374141185 2:0.1653813303765553 3:0.021033011072517933 4:0.1393732160483738 
-1.0 1:-0.2549658930807769 2:0.07849019825774027 3:0.10232799630708513 4:0.11257837402322228 
1.0 1:0.3106397564274799 2:0.22170954755839503 3:0.05433034337716981 4:-0.07374500788547893 
1.0 1:0.020040996916024185 2:-0.09869777147698325 3:-0.13982463544976945 4:-0.011600907000828723 
1.0 1:-0.2765537514328548 2:0.014266505986193799 3:-0.016327636087250363 4:0.0026947386186860177 
-1.0 1:-0.04700237698638737 2:-0.19637390861960646 3:0.14733422364593546 4:-0.05357850401661711 
-1.0 1:-0.23037902128107493 2:0.0922324345740439 3:0.07229601344327209 4:0.01738321901759773 
1.0 1:0.18866696243648445 2:0.05929425293486758 3:-0.05884946659694449 4:0.06742760265776457 
-1.0 1:0.2927890178972285 2:0.22284524788269072 3:0.04365043968999494 4:-0.028044483854550332 
1.0 1:0.2719306634987865 2:0.07337784814293716 3:0.000905272078592154 4:-0.02097279234880715 
-1.0 1:-0.08178648637108407 2:-0.10834408104352838 3:0.12337972575756742 4:-0.11386594370502795 
-1.0 1:-0.32528451604203257 2:0.16544830250932113 3:-0.08453222276162005 4:-0.07013082587338113 
1.0 1:0.22717204935903323 2:0.10443960499083635 3:0.05162883285481482 4:0.01462888191365665 
-1.0 1:0.2770287466262136 2:0.1547929221369453 3:-0.027900625799001856 4:0.15369131934752403 
-1.0 1:0.019274404539851284 2:-0.2085838976270985 3:0.10190773072162246 4:-0.17206560211747135 
-1.0 1:-0.283227801689063 2:0.09004577497479674 3:0.04719400396081454 4:0.12298186234916288 
-1.0 1:-0.35061263469485143 2:0.0895167905017882 3:-0.11200674447925421 4:-0.11015429411837042 
1.0 1:0.0755594180920953 2:-0.1787697021415417 3:-0.060527649370092335 4:0.053325338451228985 
1.0 1:-0.043740328512594254 2:-0.12574302639230475 3:0.08802594138314687 4:-0.05201104760914117 
1.0 1:0.231679909558015 2:0.12936094841204404 3:0.0669439289183069 4:-0.2370122807870426 
-1.0 1:0.47957730650901886 2:0.4901261053777985 3:-0.0649757808347759 4:0.35376936156481387 
1.0 1:-0.08282649686420483 2:-0.11919595854906308 3:0.0714371076598298 4:0.03632731520157124 
1.0 1:-0.2917632390433681 2:0.16769002729434507 3:-0.12002159775437031 4:-0.06737409364736105 
1.0 1:-0.3223947300187172 2:0.14320436434127487 3:-0.11327309396365155 4:-0.06246802065774286 
1.0 1:0.3201974349198784 2:0.17237802718692377 3:0.07919804748559837 4:-0.09376645148288679 
1.0 1:0.19074747535972392 2:0.11611364572062248 3:0.06309234386540558 4:0.08766924905922245 
-1.0 1:-0.275367482884373 2:0.08057687163254422 3:-0.013462500420009611 4:-0.017966708934069337 
-1.0 1:0.16525731743819333 2:-0.24105154466631198 3:-0.05952453778778191 4:-0.15396042828405498 
1.0 1:0.02607995939860573 2:-0.08462197445742477 3:-0.15024538938343096 4:0.14621959465739684 
-1.0 1:-0.20539508255270728 2:0.004256079898275188 3:0.1452300767541838 4:0.08929080770906683 
1.0 1:-0.01240110132743327 2:-0.14741218962229685 3:0.10626661276606617 4:-0.0008286883102803645 
1.0 1:-0.05720740803901781 2:-0.11000853520185849 3:-0.026499014662027715 4:0.05980471497243344 
1.0 1:0.24631199982022986 2:0.12071236027483653 3:0.08703597967300765 4:-0.07380667742149047 
1.0 1:0.17402976533230957 2:0.11307134022245316 3:0.0708526336828411 4:0.08519404081128429 
1.0 1:-0.2927829224710218 2:0.0846519339715117 3:0.019783942099257924 4:0.025612529103371924 
1.0 1:-0.06915952959536599 2:-0.10513172410814507 3:0.05488531287056139 4:0.011941592648785092 
-1.0 1:0.30336023239577886 2:0.06325944237415962 3:-0.13148350025160524 4:-0.10020291371400293 
1.0 1:0.18986235847480518 2:0.024146063574357463 3:-0.09749793010446287 4:0.00035875161921251203 
1.0 1:0.22622216774170717 2:0.18573478024160583 3:0.014439492655285774 4:0.16890676938400542 
-1.0 1:0.06046153142206025 2:-0.22864295830687026 3:-0.006235241255730533 4:-0.020331450211974772 
-1.0 1:-0.3363085746266883 2:0.11811563136548947 3:-0.051755085471826126 4:-0.04297379888047507 
-1.0 1:-0.3075597480096618 2:0.16248088099632715 3:-0.032152821966720965 4:-0.004628409267640181 
1.0 1:-0.28342288344788497 2:0.12080676852908795 3:0.047827870839787526 4:0.08575857412306567 
1.0 1:-0.2842017731448094 2:0.12974459770143326 3:-0.06750317161351685 4:0.018183839877765888 
-1.0 1:0.12276134575044348 2:-0.21085907633626927 3:-0.08527794195162972 4:-0.16457058452690937 
1.0 1:-0.294689659465263 2:0.12808538071330147 3:-0.045461270180157526 4:-0.012695554145006472 
1.0 1:0.29431570766600573 2:0.12007099439996118 3:0.12502794926395 4:-0.1499113805549805 
-1.0 1:0.054377791105601994 2:-0.25282357374030123 3:-0.060356595237153816 4:-0.02529601567302239 
-1.0 1:-0.16333907567676478 2:-0.03641966380842763 3:0.19646318610506008 4:0.026272045639348172 
1.0 1:0.2231676858381498 2:0.09292692146728171 3:0.04052079254493642 4:0.04055244108645607 
-1.0 1:-0.3141122351751785 2:0.1098221831645595 3:-0.06779793736331362 4:-0.019536995654306624 
1.0 1:0.34772488660865886 2:0.1787014996584365 3:0.05425769279825561 4:-0.24090597762052499 
1.0 1:0.20659487788890643 2:0.12769168500326217 3:0.05454596627004226 4:-0.19094110746838264 
1.0 1:-0.3578563264432148 2:0.2207337236252247 3:-0.14824701646031785 4:-0.09323496677442067 
1.0 1:0.2529767923861224 2:0.08540277268485712 3:-0.003994017318206073 4:-0.05904008404358642 
1.0 1:0.22731362635619495 2:0.1140550191186418 3:0.06916893906543527 4:0.03986242318626435 
1.0 1:0.08847681296076551 2:0.0195662584569435 3:-0.10429884383000049 4:0.15655223260204987 
-1.0 1:-0.12558848133285605 2:-0.2251675570572215 3:0.15281756017588277 4:0.153018017390701 
-1.0 1:0.13215501079349007 2:-0.19028227352825122 3:-0.24576132420773622 4:0.08881763496593435 
1.0 1:0.2953734032788141 2:0.14067340215147364 3:0.057148381964374495 4:0.011896696782004203 
-1.0 1:-0.16583019988587577 2:-0.09519302643468944 3:0.27127853452751755 4:0.14361822924131268 
1.0 1:-0.30077834756800037 2:0.08848288667114738 3:0.000871118384811749 4:0.04861576179260315 
1.0 1:-0.2827526793110149 2:0.04082090269841639 3:0.01587268198942921 4:-0.020754873596306546 
-1.0 1:-0.019600010550751085 2:-0.20470588414748234 3:0.1262528540332297 4:-0.049968751683692934 
-1.0 1:-0.17664912407261044 2:0.045857654910909526 3:0.1342284733512041 4:-0.04801703381029597 
-1.0 1:0.11928237170354149 2:-0.24879591986226843 3:0.0384452736895444 4:-0.07731727558128795 
-1.0 1:-0.28129966721708266 2:0.00940267696201863 3:-0.028320173201096952 4:-0.05962859363822279 
-1.0 1:0.2441056422024591 2:0.11866697507769611 3:-0.06948311891620229 4:0.23618663353121905 
1.0 1:0.2487537970311829 2:0.1329924957270003 3:0.08098962717022486 4:-0.25887990290718654 
-1.0 1:-0.171580703993011 2:-0.0492280278977751 3:0.1773857474028776 4:0.07909927800427075 
-1.0 1:-0.25477006261589014 2:0.09349822818785597 3:0.061977387779451956 4:0.05106612977303017 
-1.0 1:-0.29428613139281046 2:0.042743471367831326 3:-0.055210567056954075 4:-0.07647751445972889 
1.0 1:0.20585077081502198 2:0.1020962161874022 3:0.03327131684767992 4:0.04867967373181222 
-1.0 1:-0.28903788595521895 2:0.12372731310899784 3:0.007936322184073256 4:0.01977219324217845 
1.0 1:0.22998468175196565 2:0.040598622493541764 3:-0.04110501573132387 4:-0.0520248159263379 
-1.0 1:-0.23770115759555796 2:0.012610590898987115 3:0.11792151003124647 4:0.1292853719801236 
-1.0 1:0.10718481016743647 2:-0.23832457636235393 3:-0.03798060112489994 4:-0.04536665560789807 
1.0 1:0.33781539243693676 2:0.217528262409615 3:0.11281239944603155 4:-0.07770525328868509 
1.0 1:0.019993142506375544 2:-0.15962141244427663 3:-0.07205427517792462 4:0.014775240193237971 
-1.0 1:-0.3305571914178267 2:0.12806351878168667 3:-0.07944256421742228 4:-0.035908217680047545 
1.0 1:0.18243235815148884 2:0.06676821167753341 3:-0.08035891791298105 4:-0.01646879718553601 
1.0 1:-0.06202113594230113 2:-0.11209996361368756 3:0.08029111455424459 4:0.02099402124888747 
-1.0 1:-0.08281668478030972 2:-0.10564866826953266 3:0.2174466138724211 4:-0.07696549240836363 
-1.0 1:-0.05400972403153718 2:-0.09921002389492602 3:0.16899417678660247 4:-0.139335746688805 
-1.0 1:0.12140056872040139 2:-0.26008451405802074 3:-0.06565149518960647 4:0.027884538314908867 
1.0 1:0.21582380354153258 2:0.08760856097280169 3:-0.003771412072996992 4:0.08066949109895295 
-1.0 1:-0.17587901232653022 2:-0.0330703730103377 3:0.14202280342544527 4:0.026362757044332927 
-1.0 1:-0.032766142307890864 2:-0.2257294486156574 3:0.010356181754390976 4:0.12183383016725052 
-1.0 1:0.10740675562306505 2:-0.22994937250484043 3:-0.01325016463290727 4:-0.09514297641964413 
1.0 1:0.12725356407373611 2:-0.17511006488889014 3:-0.048097540480939685 4:-0.11995636072973793 
-1.0 1:-0.24086677337716123 2:0.10512941498346284 3:0.025169107758058584 4:0.024285781967443746 
-1.0 1:0.09345321739053603 2:-0.24847267183804295 3:-0.052804887555782984 4:-0.03633558504895641 
-1.0 1:0.0773126198765886 2:-0.26351154975144037 3:0.06645236274804985 4:-0.05187057438713559 
-1.0 1:0.1069254937810768 2:-0.2318708115902135 3:0.012444115321167593 4:-0.13473701052786863 
-1.0 1:-0.3462644880320233 2:0.15612816766905596 3:-0.09329360206936395 4:-0.02113837289086235 
1.0 1:-0.2642351555467052 2:0.13034438641366605 3:0.006868823736842659 4:-0.01015392014670042 
